tic,alpha,alpha_err_lo,alpha_err_hi,tau,tau_err_lo,tau_err_hi,gamma,gamma_err_lo,gamma_err_hi,alphaw,alphaw_err_lo,alphaw_err_hi
179437520,0.009614547163936688,0.000764045416670505,0.0007711586332270724,0.1261360637559103,0.013206988944227796,0.0129280563477287,1.62597526520087,0.06740640486151905,0.06895166768521643,0.0017874266495336746,2.353869718971398e-06,2.4058516602187222e-06
404965649,0.04571058645802292,0.004822013080130305,0.0049979142969412,0.3856584945104383,0.04257433108734604,0.04440480092586696,1.7133327792033586,0.05777644477100807,0.05454664156426414,0.0017920625082335608,2.4453300059654876e-06,2.4159254493724865e-06
40185978,0.014279945063316625,0.0013835745502050623,0.0014376308384755551,0.2709743578977922,0.029321159649140227,0.02978636202892332,1.9386997415213738,0.09997927285992203,0.10613270585505274,0.0016605019093546387,2.1344671702026863e-06,2.1681363061422463e-06
181445828,0.02414721715820331,0.00576120586608745,0.006113330675355227,0.10476626737686032,0.02558619908345,0.02624577743132908,2.662709390799359,0.5813521328588998,0.6171868068165538,0.006039931016615943,2.8295629688636532e-05,2.8466402444477477e-05
182735393,0.020608250969244752,0.005292546332735716,0.005527376099600693,0.129571608943596,0.03140904347982787,0.03184416836161735,3.070554560631959,0.8687007084276592,1.022825168549721,0.006128926587640337,2.7527273651396962e-05,2.7574044212609963e-05
181446521,0.02676722850665716,0.006153351540915043,0.006596409727690548,0.23595116667658708,0.06079306299368864,0.06531712915931218,1.8168081180771107,0.23129386091048998,0.24667181232458235,0.0042294334889148985,1.3625710433656096e-05,1.350290290186816e-05
277173427,0.004024579325619025,0.0006638665800439191,0.0008629221013624578,0.09341564223266183,0.016174494396124006,0.021345869534434653,2.212249337856022,0.23191358302862652,0.22920778575888168,0.0016207481854560767,1.2049215278981144e-05,1.195008817152449e-05
181453967,0.01853009705283453,0.004473268968338537,0.0046890633103609455,0.22828596982096644,0.06455964179291501,0.0656788396804171,1.9390857206746954,0.31662231999896107,0.33778925221504164,0.0040938200846656145,1.34862020578011e-05,1.2879755800994201e-05
182300254,0.03226878685465529,0.007969539634542132,0.008575630861115027,0.11837506334851444,0.03338251823960246,0.035983256703992356,1.7201214569615044,0.2356199229022542,0.2442639885366893,0.006455920651022799,2.958483045696885e-05,3.0447901523601717e-05
425084797,0.015436776254469046,0.0014293496046705375,0.0014898669823327111,0.20806746726097952,0.022954834519085032,0.02311246103971895,1.7519921539602703,0.08097767587305471,0.0828726922263725,0.001961182334091856,2.733524341756201e-06,2.8825035403813246e-06
182293477,0.03442096832095184,0.006671179311657099,0.006835511835224024,0.08895545391169554,0.014484075520647607,0.01419872563198954,3.6713254207080057,0.7908078967260659,0.8753513527939845,0.006010949092307587,2.759887302823498e-05,2.7324841901839488e-05
231798010,0.006065245610320956,0.001458568843054336,0.0018806312894009483,0.3670659202962926,0.09110992645784094,0.11745435511027236,1.5748913198583736,0.1600611049967513,0.1830329911212334,0.001626948746476595,1.1634141569117707e-05,1.2173811997901515e-05
181453919,0.029389913240008905,0.006453601443027469,0.0066569390804219475,0.19229956031934092,0.044376719924868496,0.04892543895989482,1.8277112045714177,0.20566305183815237,0.20352749513363366,0.004162866695558296,1.3409700874863172e-05,1.3288826147775379e-05
276860287,0.043553456254116676,0.004371369051303531,0.0043435455796568545,0.31083939299762675,0.03222297215922931,0.03270341010656802,1.7472894805706352,0.05664292265707638,0.05927497750580568,0.0020267235002863907,3.0442329977385142e-06,2.903254974239485e-06
179576115,0.014909037077994491,0.0013402843759092453,0.001386605497841106,0.20394936052121473,0.022264735010368658,0.02296070425163116,1.6066878418547115,0.059848625130766386,0.061503485956667214,0.001679379539583821,2.2350095426663073e-06,2.1201353161937834e-06
276864159,0.015806673638256677,0.001547518606427458,0.0015283777703063682,0.2243733074937369,0.02474981456300346,0.02499226426900822,1.9481904633143574,0.1126847233601802,0.1090108042914717,0.002145937798612022,3.0910745524343093e-06,3.12546894511807e-06
373606593,0.003961200880496472,0.001033244781809801,0.0012908317631103866,0.3527387059307623,0.10539307973172227,0.13283251993555512,1.3696426444415124,0.162604256273156,0.1832191813030506,0.0016315729941876532,1.2807979018452991e-05,1.3025317778127656e-05
181660065,0.006876729409806879,0.0047443332466270815,0.008799030697057173,0.27628447524818794,0.13796410158464018,0.16223393765179078,2.3692608982349874,0.9216421491153071,1.0023064901774439,0.005980204118214666,0.00016254544978968038,0.0001589346204219494
40716825,0.007752040497361317,0.0010560454499557587,0.0010523007013792489,0.32049571123528486,0.060850905187106286,0.06151702056498537,1.4839120797907004,0.10507478013506599,0.10447965299371176,0.0018137056639959547,2.4624738693571156e-06,2.5491557910141144e-06
181051257,0.004366393852958635,0.002962571304470543,0.00537393761093796,0.3567090642209575,0.13807253674039852,0.15047485428285967,8.646404761016708,2.141915429778761,2.181728192502325,0.004118064278911186,7.260459181185949e-05,7.05452299138501e-05
287400445,0.010062655784371762,0.0010755473489657448,0.0011100616726774475,0.2314181526667795,0.0336229805994796,0.034747950896720003,1.5099896143568772,0.08061612362648485,0.08022397388323066,0.001875213335132128,2.5168245108423467e-06,2.6111714398918164e-06
231743198,0.006405866875312231,0.0016277517016336568,0.0020244644849757654,0.4404465004577335,0.1069969035054344,0.12912115165163596,1.6746683827569417,0.18470146874926363,0.1945152778625583,0.0016782758730644293,1.2736792874610972e-05,1.2057930167824055e-05
30855727,0.05572523610716909,0.004851009191692707,0.0049710659473527485,0.24702569732263846,0.023082723525929466,0.02361346537624609,1.6160972697982432,0.04431613750577035,0.043648062336454796,0.002865026611000105,3.7124062018836605e-06,3.6827428969554016e-06
30322273,0.011466107912627017,0.0015937865972511112,0.0016465872268116109,0.4839166090553178,0.08665317317268911,0.09092063521887644,1.5316692897024926,0.09410778828469901,0.09815645972894349,0.0016697207468040671,2.172961341350213e-06,2.1085991970368374e-06
181878924,0.04082047889078148,0.014413595323969037,0.01644730556938523,0.41504537290967214,0.16442582411509554,0.18535487977356513,1.7583962552544805,0.3443279820670424,0.3893337654912301,0.0060095010245635,2.695020630877603e-05,2.764027869088092e-05
30189775,0.013116477577279708,0.0011573731142292907,0.0012014908827966998,0.19739418903623346,0.021428061157037714,0.022459399499061256,1.6098786508968268,0.06651101188947206,0.06407023013265878,0.0017291123182591693,2.239353731533448e-06,2.1687509152591017e-06
40603917,0.017251755054064104,0.0008291596505761167,0.0008149770105147121,0.22794971252124535,0.010331767342148301,0.010356948070210037,2.2662861135284422,0.05958277349185925,0.06088572648698731,0.001209275715334901,1.177858685617178e-06,1.2197955345176047e-06
276793048,0.008329145305887208,0.0008196856840365077,0.0008891045108419034,0.22401190525654344,0.02928282832298068,0.02943410978813424,1.707596199363764,0.10013032608301975,0.10470108415811219,0.0016928240546686757,2.1474207326248242e-06,2.2102312149910493e-06
267547804,0.05171304821260074,0.0053405454234005945,0.00532919142654284,0.04435593198287833,0.004502003735478474,0.004676284496345148,2.0807699628380556,0.11037903973189955,0.10938036048923294,0.004566603880760547,1.5828006700227895e-05,1.6162828185865494e-05
277101162,0.03376148950103617,0.0024087161476636643,0.002368196755100624,0.14094840765083888,0.010971706620453853,0.0113698443475658,1.6404958758462411,0.03783472157945278,0.038701815702411047,0.0018277802341964038,2.59812046129646e-06,2.782799942079592e-06
181446366,0.013361634540743579,0.0026348636740733088,0.0028286548627757084,0.058579557100373325,0.010670167758063051,0.010955521351715486,3.685635514061895,1.0435410789207742,1.1797048705670923,0.0060881441808680915,2.7891364231522053e-05,2.8615456048943465e-05
425058250,0.26648354014306536,0.022726258610127642,0.02182798606721975,0.23481023661147188,0.019100520612548688,0.018663820191604064,1.5970472222251124,0.024456838256001978,0.02507220093012541,0.004479737016498521,6.746579572325211e-06,6.6843004468686296e-06
31013470,3.4353831464039444,0.5205563912769802,0.5350028188065092,1.235779428294789,0.1692621102211307,0.17369862378745093,1.3349058390550017,0.014708976198146706,0.015085173029249166,0.009108669779818602,1.541411414290872e-05,1.441635959060529e-05
179435530,0.050168598431448524,0.0029612578740744605,0.003103250952694467,0.10670932765163138,0.006793708673091661,0.006879192653237179,1.8128405681096873,0.03982337375180656,0.0409676695829706,0.0026430001395834667,3.6206118180725187e-06,3.727027013451182e-06
30526897,0.09219962473882874,0.003256504815417713,0.0031633826450040703,0.12063957245520433,0.0046394666793124345,0.004421080926769558,1.4689633742400234,0.010670431251150969,0.010693493421735534,0.0016509845467210203,2.6767948210215664e-06,2.64932211157848e-06
