source_id,ra,dec,phot_rp_mean_mag,peak_to_peak_rp,peak_to_peak_rp_error
4052922352453886976,275.94526769843566,-25.67235582203212,13.757661,1.0632972522511697,0.01992338926842273
4103564728516764032,280.4545704438738,-14.505427207816696,12.985483,0.5360331496697857,0.005192541654970448
4102332175955773568,284.20213988210344,-13.62257648074901,15.577747,0.5796961251942108,0.025604742057005855
4103813802261866496,280.3440067478943,-13.841397211516908,9.022076,0.3600647719765586,0.001108060344057905
4103989346187406464,276.80604408455247,-15.11798851513998,9.2282505,0.3100231348407583,8.295440713696993E-4
4103509886016136064,280.5897209035169,-14.745850857741654,13.400067,0.37844302011878383,0.004171792191602469
261548119462093568,77.66762375227684,49.68760328366527,8.323197,0.42424963379348846,0.0011114515530807813
271532063001936512,65.52569960444522,51.29927085108956,14.244213,0.20867387310718932,0.004286593679990699
279382060625871360,76.63187927399555,55.35351533566376,6.4524746,0.38177371847846686,0.0010165710532823937
260197781746646528,70.89718707749745,50.73199799926016,14.72927,0.09618056363665417,0.006333802025286839
272444829450300160,67.57792191797733,53.94017593596732,11.007334,0.512710610946165,8.413985297095144E-4
5956191136342834944,269.76705857763653,-43.66376160185061,15.502129,0.42268565595995256,0.09337481027808808
5956503058396476928,267.8742437676143,-42.22050945341919,14.6086035,0.7855796900699659,0.008812457546023977
5957698772945957248,265.73640150659793,-40.29880041107953,12.79553,0.8808022221495051,0.0019990394387468424
5956362046015245056,267.8843071207993,-43.037442162545794,12.749902,0.41185744263366786,0.0019656571180392607
5955679146220145280,266.0016407603762,-43.42328134146328,11.824043,0.9440075271568151,0.001361106216696404
5950119117739256704,261.2808159601818,-48.576336261198634,12.73144,0.6006567405124787,0.0021816426237375795
5956996945289080448,268.5778730533877,-41.71403593180269,13.046345,0.8356295471255777,0.0018328950293372169
5957872294006202112,267.75232856133323,-40.42300118545739,12.723155,0.8786758756160467,0.0021343786458774246
5951833943563667200,262.03856433826024,-46.637343512611764,12.514464,0.8010110235081385,0.0019622587663321394
5954640069033366656,268.3696076713793,-45.25821089184171,10.832487,0.3943201647116865,0.0012424524558984078
5958329106699082624,263.5188249777574,-44.02591627267508,13.201534,0.44278217054325175,0.0026786568590211187
5956637576761601536,269.55839273795334,-42.45991324799679,12.828687,0.32273004613808,0.0024152037914892304
5329778887909167232,131.65005301107897,-46.529308159910926,14.606215,0.6212356112966297,0.007619935792421818
5328248672646357120,132.0436414266815,-48.65915286610795,10.873081,0.4350750697492156,0.005342133372103749
5399618148500891264,170.58838376154674,-34.283596740911676,14.463653,0.5712310487984009,0.003280541457332931
5506374096132016512,114.57584339112036,-48.60141031375887,4.952371,0.07668446932538586,0.0033705465646005177
5328949100222702848,130.67411544863327,-48.68613951249125,13.31533,0.6812310968569939,0.0035502345442827727
5433591404236818176,146.29650247035343,-35.788521836387474,11.890958,0.17521969022660855,0.001454092694965493
5433200291631896064,147.09208889998325,-37.34198082010362,12.567151,0.916858523661503,0.0024411427683957857
5338492551952671872,166.6862448555766,-59.86978524348943,12.605211,0.3788021032091464,0.001446350406330716
5411404225965521024,147.25435285751786,-46.525630269467015,12.553317,0.23316687201847763,0.009753920142672377
5515778734493663232,127.31510152096162,-46.749243177050886,13.936897,0.6087246765030088,0.0028744553934133823
5521400228203695232,123.35129103254978,-42.27567999033191,15.15274,0.18933484487841312,0.007989442822815268
5825745459115274624,234.54998563012788,-64.95659314171456,13.402079,0.2776207640154098,0.0017365904377317795
5826509310466002048,237.32840813478217,-62.310574872054595,12.544409,0.32829139715169653,0.002501107970477115
5826821125045485568,231.4141039296165,-63.904005763774094,16.895607,0.327664961094257,0.021276079488186092
5825379734071464320,230.427159713071,-64.00742867164948,15.388219,0.395411455730466,0.0051776797704577
5826400596245881600,237.68013260037523,-63.17346002448546,13.902162,0.33126119460145453,0.004887338698793792
5922830033721226624,261.5761829663314,-55.232228096338474,10.236096,0.7508330888704382,7.840657584809878E-4
5923970188609330304,258.8571150346111,-53.56237426841192,12.990271,0.2863395772249824,0.0018241968613701594
5927300544930442368,252.77280610282705,-58.84558628146851,11.802646,0.3161071723047595,0.0012547412297989186
421856742997282816,7.350642786764927,57.568952585616174,12.676925,0.27817459676107603,0.0017530862271729522
421355778014109824,6.079595791224575,56.2657022895046,13.299653,0.31582826962676336,0.014438266336287088
425884284148266880,14.677912944515292,58.55414810404975,16.90638,0.42584260415231157,0.013109375349720233
425324052915862912,10.096640701265818,58.61852127231425,12.361122,0.27828179608416725,0.002649263038388723
426097765508018560,13.857546148510002,59.727527594223844,13.003179,0.17934240799500678,0.003096829246686899
420778534409007872,2.4855306655380707,56.22057809411822,15.971809,0.3424186816697645,0.012861391952188411
422923956470923008,3.790869381348062,58.424280760297385,8.851139,0.5501778339976191,7.714932129542103E-4
419703349473530240,4.678346882014556,54.03923660560277,12.767816,0.9173849859955627,0.0033558268543402805
422226488141991296,3.6176566291955257,56.252930634475454,8.0488825,0.3480415157804506,6.238745528946654E-4
1971318829853121408,322.73839935542173,45.22420335192998,16.698133,0.3132272413649346,0.020086035781615077
1977074811892425600,332.2620623073768,51.04584529327956,8.46524,0.4942574877284418,7.777629047434688E-4
1964619166204043008,322.5318930532899,39.66103173706617,12.771702,0.198985643182084,0.003000460281351853
1968372795825740160,316.99543461015975,39.724938176866225,15.287361,0.27651341908439875,0.005052002612644896
1965002655247293440,318.3409055749846,38.40836231557004,14.28244,0.2771535537664036,0.0022463593793147336
4661240977479457408,76.63804290230442,-68.96704371367409,16.261726,,
261927068718088832,81.89283347507538,50.86736882937765,12.411131,0.2526715013287877,0.0018287560173497568
270272675510149504,64.94524473078123,48.95326133415135,8.32083,0.5579609170999209,5.937384573927908E-4
1594266983825389312,224.940759300063,54.0647649782452,15.424389,0.2451223123890447,0.005803344582902296
1594368040111330304,230.7626283041157,48.92923187744364,13.558192,0.23671810615769218,0.0031005019086247343
4111880369315900032,255.28602519939614,-26.59510035742127,10.97824,0.6939927633856051,7.434329624590594E-4
4113412916685330304,254.11531762795164,-24.068646386529206,15.888069,0.13603607421921993,0.011313337503963124
6029396105127449088,255.3692939309488,-29.86824519372096,15.776045,0.40822219548679683,0.012264568848966966
6029365323212969216,255.29568028085583,-30.13317179633777,12.135525,0.6589718860481462,0.002101035188307714
6029629824434210176,254.6198529362356,-29.683444804964324,13.989955,0.4026106509299012,0.002603077457464946
6029777983564817536,255.83220514860167,-29.671890605160982,15.7421465,0.13085283867647313,0.022336725752810274
6759012406208927232,288.3654467786405,-29.920827135670933,13.292446,0.24689926560127162,0.0027401367530199587
6903017574395143040,310.61686874234044,-9.917482747853482,15.214592,0.32759097736512643,0.015942011617314775
6760603949304010112,285.339099148357,-30.13712274031735,13.446725,0.3407649320637489,0.003009348034171849
6760819384863769344,284.3834071018284,-30.23150906818188,11.106544,0.33027071067362,9.315437503572939E-4
6879691160336671744,303.7300352794839,-12.942971291503985,10.647376,0.7403003418362761,9.734041950415364E-4
6851491573302994304,298.85747741521703,-24.461506553323705,10.761461,0.5225302892735648,8.777729332151697E-4
6899899256340129664,308.19833863128,-13.051434239170902,15.432214,0.16549187529196985,0.136700752225337
1827156710702022528,298.3212765649629,22.19885056873625,17.06302,0.4936803740787674,0.015738018102074577
2016581673416790656,350.61846425648156,62.757142908490565,9.241917,0.4693990145691007,7.099406299952689E-4
1864510384846442752,314.880348937367,30.309627844070768,14.753476,0.1481532228517235,0.0035500910719372504
1816932072863381760,306.1240205541038,20.370797118810195,15.19016,0.42086170742588536,0.005735872835306677
1819110725094459520,309.719528425627,23.258683907633877,7.4402857,0.2373897756880048,8.518052370524469E-4
3034976006222041344,112.54398822048233,-11.198274745885323,14.452981,0.44339316528147776,0.01672778052720467
6854707988411248896,309.59267118093663,-23.411694990803312,15.407419,0.9375898640025948,0.008968181668477935
3036562154819441280,116.86719938403893,-13.01438998219788,15.983891,0.11800941495858197,0.011705680241762351
6904301907057503744,305.93989854812907,-11.332610718040769,12.41732,0.5937698966924323,0.0014193686286540462
6897755139944897024,320.95353064444384,-7.534829463232343,12.043755,0.37558669307497894,0.0018962827467961473
3036328405518444800,118.964405582157,-12.028624599941512,15.63427,0.24498999414850076,0.004786827337415767
6761158378053562240,282.41030438291375,-30.28697864401324,13.885935,0.9908152465254805,0.004960829548416685
6869460685678439040,293.6444500785631,-19.361118309573303,12.485922,0.7770179687879999,0.002526884117255638
6770666336110262144,289.9334658915783,-23.804882268563084,9.817274,0.3996155604101439,8.038403330951601E-4
6761093468179213056,283.1533020965352,-30.51983743200778,17.533548,0.34185894371052683,0.029867133879933852
6762216142577779200,287.0317682311739,-29.189702384750426,15.855129,0.6170604675292815,0.028654848432049677
6761387793719660800,281.5973464517854,-30.123620160043284,17.670624,0.16378594946078096,0.06515004735468977
6764724575269362176,292.13727437946477,-28.87838284402078,9.991683,0.3262848796920963,6.447362170692761E-4
6856867875921986048,312.05315680950264,-20.93304799929366,11.955345,0.5483428009962488,0.0010402271334104944
6892189613948034048,319.2099622643206,-10.98108027234252,9.316829,0.21257151553745857,0.006402783673390002
6760404417989925376,283.8820199648826,-30.85597220832916,17.49218,0.3626711665147653,0.04000902819607363
6836508627130440064,326.7773625611809,-18.94681276252934,12.104549,0.2835958659325044,0.0012538692817614322
409377178640561408,25.707272281262853,55.358608534806514,11.975375,0.2969659349315261,0.0015240840448998464
410112687498415872,19.295837077785045,52.23229066571869,15.238234,0.2632051798847428,0.007431792693962284
411528549240420992,18.792494213962907,54.703311504734835,12.924528,0.20631856694488349,0.0016603316244194317
1016530836688891008,135.60244614555506,51.568569241657045,15.115558,0.37721638633556154,0.004524491712065604
1019157363809976448,140.63247849783357,51.127409439925195,14.452495,0.9796161124355969,0.0076078031168036984
1034909860741847808,126.09310878491219,57.57153353529573,13.746824,0.3224274213956999,0.004219005776288973
429544700100302080,4.2604121180508265,60.80280373671746,12.692609,0.590033120363703,0.002223967651498956
430647231080076416,5.012798102062324,63.17978931608605,10.762716,0.3817667918854699,0.004611344317628166
429890595286480384,0.6740450046833917,61.86106907540571,11.186016,0.4000171665087535,0.0011872442151987185
430217566859722368,7.503183952843006,61.46432338442311,15.449243,0.19011161361451911,0.006057157497362465
426580107514101376,15.416604287087724,60.59426368430111,14.041221,0.44443527939456473,0.002260134367555139
429385923752386944,0.24679854908188031,60.95900195774089,10.082349,0.6100549603351499,0.009909839667237961
430052537038350976,0.6058854781653926,62.84716547780544,13.460264,0.6105862519775815,0.0033922715530112202
430670222050230912,9.185444457068655,62.27423663705916,10.834618,0.36910265069519355,3.4504046442200494E-4
426487057038039936,15.345152515470932,60.59564293495187,12.266862,0.09153160547842987,0.0014750525098218828
428835686898545920,6.325688094942484,60.76477644433697,11.436091,0.1942247039828935,6.456105958455694E-4
429562773322439296,3.5134317484309987,60.98626392024114,11.055817,0.5594538620528606,0.0010847812328248013
3031875585286182144,110.50990483375261,-14.318180199992096,8.605112,0.3918973334034863,0.0012481976792026893
4189050211325803008,299.56896681615865,-12.071006125798172,17.200523,0.5191818888186504,0.026140129142941424
4189677242194407808,297.70492728592785,-11.961122319200063,17.287563,0.38685513949128847,0.027674203607930197
4189721291380078464,297.350104453431,-11.94589004831102,14.68182,0.5328530030195058,0.004084037159865606
4190528813947695232,298.45947929009674,-9.939278436798283,13.670581,0.20673398520590247,0.002412690065176869
4190143160245024256,298.0874964812166,-11.366922810433207,6.9460897,0.31690288203261474,0.001373169891575343
5382028092762032512,173.2777971263973,-43.37928063446602,14.172331,0.26396852571246576,0.0051730710451078805
5235910694044165760,176.13693705863074,-67.30525032833556,8.111312,0.45913695959796375,0.001297800428621173
5230259955862905216,152.97863913598275,-71.77672410298973,16.718216,0.311843676782658,0.015510903417938546
5231039307752058112,163.93643125842416,-71.48575243213934,16.546486,0.4104275692480748,0.012711497617244405
5233136969784501760,157.04379293067763,-67.13622695811301,14.782682,0.286497477445252,0.006919795534909467
5871738271033526016,207.68448927272104,-57.5805095848518,6.924839,0.498648693360745,0.002701210670595236
5872419693347405440,208.2020279757239,-56.35852009487673,16.656963,0.4097262206174861,0.019597705821235992
5872412649600772608,208.04199204850113,-56.58380207532057,15.850025,0.4158308630990586,0.01683254952253097
5872138351486018048,208.86565311611426,-57.10192325719844,16.120367,0.6522724708240943,0.008770153824216014
5872414848624226048,208.21351170441164,-56.489666034553665,10.589095,0.3200797263995341,3.6130634889048534E-4
5871922507947292032,205.07765391533,-57.613183759606756,6.8492837,0.5799082680159975,7.835174506237266E-4
5839860366584139648,203.79161227517199,-72.2654664084799,16.158049,0.2888749803295152,0.030615943899616974
5840058798377003776,197.77048819903118,-73.43245069393032,16.060026,0.2609660591253391,0.009867727014578255
5971621205838050816,252.1308418393101,-36.73440389129474,15.887093,0.4756174401284863,0.013719427083672752
5995711814808683648,237.17375455557894,-42.265566307466756,11.86228,0.2531761864808004,0.001243249768206949
6018697994426978432,248.28376758979772,-37.10126160453313,14.55553,0.6364295367833925,0.019963718032043592
5989694118953196288,237.01312669218913,-42.63556726192909,9.574448,0.19098689022447957,8.318198066273493E-4
6005949436284345856,230.15252553878182,-39.84341010557196,15.21482,0.6278229664645529,0.005656890024855877
5993790074645845888,245.00767610469526,-40.97018225036211,11.980859,0.6868358494392055,0.002527439159425898
6020749786201756288,250.3198815592564,-35.66912918608097,15.763027,0.7890900011752127,0.007997855844150997
6007797474808044800,230.706182379199,-35.792548758491634,15.309948,0.6707963491555127,0.011063126645857168
4661263998521401600,77.36187988305505,-68.84329845703782,15.591249,,
1964855904803120640,319.8424256945761,38.237464568273076,5.323706,0.10735539241303016,0.0030888095107483196
2021540814501736320,293.7191174186524,25.617968466444157,16.229008,0.5215581666916531,0.015299692892098685
1977320277858125824,324.7915548950007,46.72545344289856,13.204077,0.5963092473057063,0.0021135757219647904
1964010169902699648,320.47799991219483,37.459172970364826,10.794181,1.0240910439983892,0.00120594142405931
1816085861226864768,305.32903662660317,18.437832267088172,11.715293,0.41410534238068664,0.0016926505862509115
1979234493243190528,325.51559142556766,50.38317703423577,14.438418,0.43149527831533874,0.00502560076009081
2011892320749270912,359.5379132545387,61.21362528597152,9.666526,0.35754915372568874,7.063026042609457E-4
1819177073743315456,308.78098479855146,22.891676058568354,17.011951,0.3654330284974634,0.029213840758831027
1944255076986187776,357.5593824458913,51.399652673311614,11.211049,0.9578784818123598,8.798779447070557E-4
2021948080482489600,294.5526041599617,26.17951122024324,16.42033,0.4270594087268833,0.03262302796450946
4041469259577608960,267.7618064860843,-34.84708350604084,12.358517,0.6925838180324497,0.0016446967184152333
4161479334488856320,265.31483954333345,-13.537413085611336,11.590913,1.0859994860924793,0.001975828102871505
4156450099578283776,279.5137735421426,-8.368946707636958,7.85007,0.579141563442092,0.0036058498232308853
4156512638614879104,279.1650063859747,-8.184833499085794,8.821985,0.2042762542019787,8.231589274303565E-4
5850299065592866304,206.16722685819047,-68.4763295594945,12.809885,1.5130651054482698,0.0014563235379754392
5857396447520828288,196.47890825997214,-67.30630393190782,14.436761,0.2572541730632967,0.004775560557486837
5852915353554740864,215.57568809456822,-63.99848322554267,13.977857,0.774297390563806,0.0024188144499198675
5859972946880769408,189.52856199676623,-66.3830780632331,14.337138,0.35458228158613636,0.029735784337436476
5855676944429471872,190.80992303882914,-69.05656440584315,10.929797,0.8740760129449185,6.553036011583349E-4
5845572265108049408,201.99386768942972,-67.41709817754639,13.976691,0.4157765456539444,0.0013036712119173764
5836958209940649472,182.2879690015481,-77.20951945693702,14.931123,0.3621975827278252,0.0044437525277267464
5861920864802544768,194.97817015065897,-64.02527837795293,9.337609,0.5228452657400418,5.746689685947477E-4
5863775023734439552,201.9739138209568,-65.83819779674101,15.636441,0.6874717757700441,0.008142300557682634
5850083595712857472,220.660535269269,-64.27432579247706,16.679272,0.5919202623804019,0.021416668568633224
1081153704899012096,118.55610678105279,55.42484268207919,13.695495,0.2225156868781788,0.006067155261094164
2025217890612425344,293.145905402576,26.80478934620216,14.629223,0.7241555620432489,0.005573269357311228
2023508871570171648,288.9406035462178,24.949676912742827,15.788133,0.37636280440210435,0.006384864313173931
4755854124808348800,89.2964188578888,-65.8544360763726,16.055624,,
2070890023051322368,306.38288529800934,44.904311911742624,10.987967,0.48833278518138634,8.546000290934148E-4
4040579578519065728,267.8290764433194,-36.182413282709255,11.676935,0.4933748932244484,0.0012862249632983463
4040597479946827648,267.71826720499007,-36.038967262274895,15.746409,0.5181818410817609,0.09619829639032991
4047298109961251200,280.4687102749733,-29.86475325390794,15.688172,0.4129947133580991,0.014639988983853726
4048087421869545344,277.2807895428098,-29.376562987568477,14.1319685,0.2912108081765048,0.006123899908456505
4049105299124614656,271.90256725215846,-31.256843812644853,10.042535,0.3974829700381939,0.00186922407225956
2071433765909167232,308.22621086628885,46.60124952768671,8.025879,0.5962806532865592,0.001066643194130097
2072446725377780352,299.97651906595905,38.778269527192094,13.50223,0.9719491061447574,0.00456357815333894
2072462977534277376,299.8820397188976,38.90205036431386,14.456311,0.3895149856756781,0.0045203456178398
2071706925852317696,298.6505442914659,36.510997583156986,13.880787,0.2761701859294927,0.004983179960898793
2071861819554289280,299.20509894760454,37.370677986855796,15.981645,0.29457658786002305,0.008405000139243796
2072235820984829312,299.7147338648056,37.64724763884927,13.517787,0.6712983815997298,0.006903131820540632
2067030702869079424,311.8483040230382,43.74436273033111,11.766855,0.31289115353907704,0.001135733966316676
2072329902270080128,299.38702187721344,38.0917718799151,12.822161,0.3192310106659715,0.0027708914676029353
3541660994702826624,175.08925923966237,-21.250730438284236,13.954337,0.5103371477319758,0.009070939521032289
4048574883473655168,277.79319420237573,-28.268733837458832,11.053319,0.25920528883557736,0.0013165482479624944
4049318050260697984,273.9654190572005,-31.117515416312212,11.2553215,0.666855341059108,0.0021214161376731677
4056478521009796224,268.6141184078725,-29.851179076269066,12.819735,0.9510382290502282,0.0032861945879896076
4056323623023553920,269.05702183280005,-29.650722869528533,12.472579,0.7868918850194966,0.0016293089921537258
4058723174070783360,262.33319186603245,-29.465419469009426,13.768053,0.3363668339348642,0.0363612972807238
4089525717386434048,276.511488878217,-23.00392500825864,12.928429,0.8094595547901395,0.0027197985645324675
4089589175451581952,275.37254710936924,-23.43924339380223,12.49616,0.8863298340321641,0.054314498817830646
4111915966009505664,255.66211360395462,-26.23261142920005,12.559945,0.9633892167815361,0.007440697249051584
4112437031430794880,257.1786568814047,-25.16373012913188,12.171859,1.4166980945193828,0.0031495372160044947
4112617278265348480,257.97672196106873,-24.27152306629278,16.27398,0.24586788329053633,0.0219049437178788
4114967140773219584,259.19974372874253,-22.01764560509684,12.509317,0.8828873691649335,0.0031812501459363286
4112888690163639936,257.60414758716774,-23.64792414020437,15.391801,0.3439844246931223,0.009438495740894738
4114405122877842688,257.8229482357562,-23.274586761254437,16.411737,0.7506448763771694,0.014996932659919717
4113644634448907648,256.7313243072203,-23.55151049454031,11.219779,0.27636949374414854,0.0018676638856671385
4112037938717865600,256.62655307461193,-25.767075448878426,11.545115,0.860865465101698,0.0024717701757849993
4111907302989969664,256.0357443296884,-26.21934532558949,14.837234,0.36154928316527624,0.010366566719717526
