,(BP_RP)_0,BR_hi,E(BP-RP),M_G,M_G_low,Unnamed: 0,a_g_percentile_lower,a_g_percentile_upper,a_g_val,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,astrometric_matched_observations,astrometric_n_bad_obs_al,astrometric_n_good_obs_al,astrometric_n_obs_ac,astrometric_n_obs_al,astrometric_params_solved,astrometric_primary_flag,astrometric_pseudo_colour,astrometric_pseudo_colour_error,astrometric_sigma5d_max,astrometric_weight_al,b,bp_g,bp_rp,camera,ccd,datalink_url,dec,dec.1,dec_2,dec_error,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,designation,dist,dist.1,duplicated_source,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,e_bp_min_rp_val,ecl_lat,ecl_lon,epoch_photometry_url,flame_flags,frame_rotator_object_type,g_rp,gaiatess1_xmatch_1arsec_oid,gaiatess2_xmatch_1arsec_oid,l,lum_percentile_lower,lum_percentile_upper,lum_val,matched_observations,mean_varpi_factor_al,modality_flag,parallax,parallax_error,parallax_over_error,parallax_pmdec_corr,parallax_pmra_corr,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_bp_n_obs,phot_bp_rp_excess_factor,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_g_n_obs,phot_proc_mode,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_rp_n_obs,phot_variable_flag,pmdec,pmdec_error,pmra,pmra_error,pmra_pmdec_corr,priam_flags,r_est,r_hi,r_len,r_lo,ra,ra.1,ra_2,ra_dec_corr,ra_error,ra_parallax_corr,ra_pmdec_corr,ra_pmra_corr,radial_velocity,radial_velocity_error,radius_percentile_lower,radius_percentile_upper,radius_val,random_index,ref_epoch,result_flag,rv_nb_transits,rv_template_fe_h,rv_template_logg,rv_template_teff,solution_id,source_id,source_id.1,source_id_2,teff_percentile_lower,teff_percentile_upper,teff_val,tess_sector1_oid,tess_sector2_oid,ticid,tmag,visibility_periods_used,CommonName,MKType,SimbadOType,SpT
0,-0.3410466349999999,,,-6.615038458000001,,,,,,941.2887,0.16995503928919786,9.87820318416365,20.640867,23,3,195,198,198,31,True,1.8002562916206095,0.011821171867277965,0.05261561,28.552874,-33.31652355588027,-0.09808731,-0.15665627,4,2,http://geadata.esac.esa.int/data-server/datalink/links?ID=4652119051057801472,-70.32306433025758,,-70.32300000000001,0.041362710476094966,0.19187,-0.4150424,0.0007649431,Gaia DR2 4652119051057801472,6.649748860100434e-05,0.00013630418651346658,False,,,,-84.56512567195381,311.42753643296885,,,0,-0.058568954000000006,1539.0,,281.26079090577093,,,,27,-0.15099029,1,-0.02634763054699332,0.041643299134055865,-0.63269794,-0.31141257,0.19924329,184264.40689150282,1122.5966862093858,164.14123999999998,12.187783999999999,24,1.2061375,229613.6202765521,209.3094514152591,1097.0055,12.285871499999999,223,0,92681.21024639113,304.38785826600406,304.48392,12.344439999999999,23,NOT_AVAILABLE,0.6494661291088686,0.07888688922575181,2.1627838498344016,0.07790995332415107,-0.0074356627,112001.0,7057.14041834528,8373.13184314307,528.159099426552,5993.9468556066395,79.27351583497665,,79.2735,-9.434674e-06,0.04013258631956188,0.14008774,-0.040384296,0.15328117,,,,,,1012299144,2015.5,1,0,,,,1635721458409799680,4652119051057801472,,4.652119051057801e+18,7420.0,9522.75,8562.5,5672.0,,179201107,12.46,15,HD 269314,,Star,B0I
0,-0.3410466349999999,,,-6.615038458000001,,,,,,941.2887,0.16995503928919786,9.87820318416365,20.640867,23,3,195,198,198,31,True,1.8002562916206095,0.011821171867277965,0.05261561,28.552874,-33.31652355588027,-0.09808731,-0.15665627,4,2,http://geadata.esac.esa.int/data-server/datalink/links?ID=4652119051057801472,-70.32306433025758,,-70.32300000000001,0.041362710476094966,0.19187,-0.4150424,0.0007649431,Gaia DR2 4652119051057801472,6.649748860100434e-05,0.00013630418651346658,False,,,,-84.56512567195381,311.42753643296885,,,0,-0.058568954000000006,,3886.0,281.26079090577093,,,,27,-0.15099029,1,-0.02634763054699332,0.041643299134055865,-0.63269794,-0.31141257,0.19924329,184264.40689150282,1122.5966862093858,164.14123999999998,12.187783999999999,24,1.2061375,229613.6202765521,209.3094514152591,1097.0055,12.285871499999999,223,0,92681.21024639113,304.38785826600406,304.48392,12.344439999999999,23,NOT_AVAILABLE,0.6494661291088686,0.07888688922575181,2.1627838498344016,0.07790995332415107,-0.0074356627,112001.0,7057.14041834528,8373.13184314307,528.159099426552,5993.9468556066395,79.27351583497665,,79.2735,-9.434674e-06,0.04013258631956188,0.14008774,-0.040384296,0.15328117,,,,,,1012299144,2015.5,1,0,,,,1635721458409799680,4652119051057801472,,4.652119051057801e+18,7420.0,9522.75,8562.5,,6593.0,179201107,12.46,15,HD 269314,,Star,B0I
8,-0.3413786350000001,,,-6.593276957999999,,,,,,564.91174,0.06512302558080997,1.3877979321495209,13.365426999999999,21,4,182,186,186,31,False,1.8049254677773452,0.010501962594913886,0.04781907,121.54701999999999,-32.364656379281705,-0.09251785,-0.15698814,4,2,http://geadata.esac.esa.int/data-server/datalink/links?ID=4658052943542028672,-69.25175742054661,,-69.2518,0.035693198148359896,0.40824553,-0.04665164,0.111795336,Gaia DR2 4658052943542028672,4.386385740910373e-05,0.00022903282755197207,True,,,,-86.1478772921541,312.39111223469297,,,0,-0.06447029,,4287.0,279.75288809776254,,,,23,-0.03172525,1,0.0017053771357859945,0.033931078796821924,0.050260032999999996,-0.13579985,0.14016393,179683.88862914927,1594.708328370785,112.67508000000001,12.215116,22,1.1998438,225057.27301936148,222.8205360091497,1010.0382699999999,12.307633000000001,203,0,90349.67833585411,341.53219180764387,264.5422,12.372104,22,NOT_AVAILABLE,0.3027695149783318,0.07020429899621297,1.65470927436948,0.0586949905267927,-0.07869494,102001.0,7484.275254034109,8811.99132235344,536.786046276976,6410.36480734667,82.65452275789619,,82.6545,-0.10757978,0.029516779946472192,0.036824375,0.047087334,-0.13635002,,,,,,1545228324,2015.5,1,0,,,,1635721458409799680,4658052943542028672,,4.658052943542028e+18,7609.5,9593.0,8598.667,,15135.0,391813813,11.4,17,SK -69  167,B1.5Ia,BlueSG*,B1.5Ia
10,0.21641136500000058,,,-6.510921957999999,,,,,,383.4785,0.0,0.0,7.612863000000001,23,3,198,201,201,31,True,1.7095862754933957,0.009078059569727069,0.042489853,277.25235,-35.62207546368375,0.07617473599999999,0.40080166,4,1,http://geadata.esac.esa.int/data-server/datalink/links?ID=4661559629674731776,-67.79371591483809,,-67.7937,0.030272036301154413,0.36993667,-0.22296642,0.26718143,Gaia DR2 4661559629674731776,3.0449246145292638e-05,4.153639347080548e-05,False,,,,-83.84354391790059,341.35488802595853,,,0,0.32462692,2104.0,,278.8042952284826,,,,26,-0.030545779,1,-0.034434746529431216,0.03315690566124803,-1.0385392,-0.42254072,0.26253843,142590.35835691707,625.8715409474348,227.82687,12.466163,26,1.2579778,208617.63169202488,240.8414518788023,866.2032,12.389988,227,0,119845.99369340012,581.3056570025067,206.16692,12.065361,26,NOT_AVAILABLE,0.061297254746950774,0.060467592011719,1.640630877848829,0.044961966831364115,0.103551336,112001.0,8065.36576250028,9426.83838696879,485.981392624131,6943.940059559661,74.40327049248502,,74.4032,0.15378277,0.026572165128425945,0.2876281,0.07315275,0.031322937,,,,,,568026841,2015.5,1,0,,,,1635721458409799680,4661559629674731776,,4.661559629674732e+18,7128.6665,9245.0,7841.0,403.0,,30315586,12.09,15,LHA 120-S  12,,BlueSG*,B0.5Ie
1,-0.4406786350000014,,,-6.463356958,,,,,,1042.7025,0.1582502260550986,10.089461076183603,21.482878,26,1,223,224,224,31,True,1.8288459806735784,0.010783622637824723,0.059572734,32.005825,-35.290196683878975,-0.15031147,-0.25628853,4,2,http://geadata.esac.esa.int/data-server/datalink/links?ID=4655129887504341888,-69.99653441730328,,-69.9966,0.04179950088007384,0.29354159999999996,-0.28611392,-0.08128356,Gaia DR2 4655129887504341888,6.473655203947798e-05,8.094557137573399e-05,False,,,,-83.02650975596556,323.12943682329814,,,0,-0.10597706,,4077.0,281.5070869139701,,,,28,-0.14521675,1,-0.05000897846240989,0.040102167003965836,-1.2470393,-0.121991195,0.36867124,168135.10573373482,1399.4288237647913,120.14551999999999,12.287241999999999,25,1.2284363999999999,199675.4806374161,104.34459810071722,1913.6158,12.437553,238,0,77153.50205608974,390.45402704532336,197.59946000000002,12.54353,24,NOT_AVAILABLE,0.10381954975835507,0.08630953370105572,1.9663718188871002,0.06568412273000701,0.32055482,112011.0,7458.8549884760705,8818.556406694492,499.64490350299,6350.47620737475,73.5048549163059,,73.5049,0.31565422,0.03402747759373074,0.17058863,-0.24852511,-0.24123535,,,,,,131281502,2015.5,1,0,,,,1635721458409799680,4655129887504341888,,4.655129887504342e+18,7963.25,9593.0,8868.667,,901.0,30038422,12.49,16,LB  3400,,Star,B0.5
1,-0.4406786350000014,,,-6.463356958,,,,,,1042.7025,0.1582502260550986,10.089461076183603,21.482878,26,1,223,224,224,31,True,1.8288459806735784,0.010783622637824723,0.059572734,32.005825,-35.290196683878975,-0.15031147,-0.25628853,4,1,http://geadata.esac.esa.int/data-server/datalink/links?ID=4655129887504341888,-69.99653441730328,,-69.9966,0.04179950088007384,0.29354159999999996,-0.28611392,-0.08128356,Gaia DR2 4655129887504341888,6.473655203947798e-05,8.094557137573399e-05,False,,,,-83.02650975596556,323.12943682329814,,,0,-0.10597706,1694.0,,281.5070869139701,,,,28,-0.14521675,1,-0.05000897846240989,0.040102167003965836,-1.2470393,-0.121991195,0.36867124,168135.10573373482,1399.4288237647913,120.14551999999999,12.287241999999999,25,1.2284363999999999,199675.4806374161,104.34459810071722,1913.6158,12.437553,238,0,77153.50205608974,390.45402704532336,197.59946000000002,12.54353,24,NOT_AVAILABLE,0.10381954975835507,0.08630953370105572,1.9663718188871002,0.06568412273000701,0.32055482,112011.0,7458.8549884760705,8818.556406694492,499.64490350299,6350.47620737475,73.5048549163059,,73.5049,0.31565422,0.03402747759373074,0.17058863,-0.24852511,-0.24123535,,,,,,131281502,2015.5,1,0,,,,1635721458409799680,4655129887504341888,,4.655129887504342e+18,7963.25,9593.0,8868.667,365.0,,30038422,12.49,16,LB  3400,,Star,B0.5
5,0.3140958650000003,,,-6.374033958,,,,,,332.26968,0.0,0.0,5.383012,24,2,209,202,211,31,False,1.6765289420552267,0.008337339217260379,0.046307504000000006,255.0881,-31.91537424211648,0.15898705,0.49848652,4,2,http://geadata.esac.esa.int/data-server/datalink/links?ID=4657696250732265856,-69.02502795138192,,-69.025,0.027110775518824563,0.019996418000000002,-0.3798393,-0.14437431,Gaia DR2 4657696250732265856,2.751547717433971e-05,8.572443775251784e-05,False,,,,-86.65793935454919,309.8028317436494,,,0,0.33949947,,4263.0,279.4095014354922,,,,27,-0.17995943,1,-0.03656537178645199,0.027516045284536515,-1.3288746,-0.17158972,0.41075286,116468.90762234939,511.89452595388855,227.5252,12.6858635,26,1.2157071000000002,183905.92132655386,220.20594314188736,835.1542400000001,12.526876,233,0,107106.81608298217,513.5747874937524,208.55154,12.187377,25,NOT_AVAILABLE,0.5560067560260384,0.05663284124309005,1.5264453265483484,0.051599775633225056,0.25211525,110001.0,9532.35260287175,11095.5346400582,542.114246728926,8237.462195321099,84.01582142064909,,84.0158,0.27086776,0.02699937232593761,-0.24390079,-0.1099539,-0.43106629999999996,,,,,,809559727,2015.5,1,0,,,,1635721458409799680,4657696250732265856,,4.657696250732265e+18,6987.0,7699.5,7270.93,,11441.0,277025859,12.18,16,W61 27-27,B1.5I,*inAssoc,B1.5I
5,-0.19985363499999864,,,-6.355382958,,,,,,1035.4478,0.11055072137214787,5.314970238706691,19.73208,31,1,275,276,276,31,True,1.7776643455283954,0.007866421071022464,0.04101674,56.11350600000001,-34.18935908657281,-0.05027008,-0.015462875,4,1,http://geadata.esac.esa.int/data-server/datalink/links?ID=4658234431694512000,-69.11716193035696,,-69.1172,0.02826127030875098,0.35717129999999997,-0.36384633,0.10314524,Gaia DR2 4658234431694512000,4.521824792006469e-05,0.00014723149177300649,False,,,,-84.64840308584631,325.84609084630387,,,0,0.034807205,1902.0,,280.01548144965057,,,,34,-0.12403366,1,0.038001884604621165,0.028224850025113192,1.3463981000000003,-0.27345175,0.25521103,138820.1106081877,819.8220218666687,169.32957,12.495257,32,1.2078129,180773.64734176852,228.89115177155546,789.77997,12.545527,302,0,79520.63754947088,381.66057736433527,208.35433999999998,12.51072,32,NOT_AVAILABLE,0.1800333107925894,0.054934105179464135,2.3108911408650568,0.04607059747545812,0.010053699000000001,102001.0,7254.33189039662,8417.01061564587,508.750177014729,6308.77012591787,77.49504547670992,,77.4951,0.084279425,0.025287663253216068,0.20178816,-0.038412534,-0.24113534,,,,,,720398770,2015.5,1,0,,,,1635721458409799680,4658234431694512000,,4.658234431694512e+18,6403.0,9655.667,8904.5,1314.0,,40515514,12.55,18,SK -69   68,B1II,Star,B1II
11,-0.19985363499999864,,,-6.355382958,,,,,,1035.4478,0.11055072137214787,5.314970238706691,19.73208,31,1,275,276,276,31,True,1.7776643455283954,0.007866421071022464,0.04101674,56.11350600000001,-34.18935908657281,-0.05027008,-0.015462875,4,2,http://geadata.esac.esa.int/data-server/datalink/links?ID=4658234431694512000,-69.11716193035696,,-69.1172,0.02826127030875098,0.35717129999999997,-0.36384633,0.10314524,Gaia DR2 4658234431694512000,4.521824792006469e-05,0.00014723149177300649,False,,,,-84.64840308584631,325.84609084630387,,,0,0.034807205,,4305.0,280.01548144965057,,,,34,-0.12403366,1,0.038001884604621165,0.028224850025113192,1.3463981000000003,-0.27345175,0.25521103,138820.1106081877,819.8220218666687,169.32957,12.495257,32,1.2078129,180773.64734176852,228.89115177155546,789.77997,12.545527,302,0,79520.63754947088,381.66057736433527,208.35433999999998,12.51072,32,NOT_AVAILABLE,0.1800333107925894,0.054934105179464135,2.3108911408650568,0.04607059747545812,0.010053699000000001,102001.0,7254.33189039662,8417.01061564587,508.750177014729,6308.77012591787,77.49504547670992,,77.4951,0.084279425,0.025287663253216068,0.20178816,-0.038412534,-0.24113534,,,,,,720398770,2015.5,1,0,,,,1635721458409799680,4658234431694512000,,4.658234431694512e+18,6403.0,9655.667,8904.5,,1960.0,40515514,12.55,18,SK -69   68,B1II,Star,B1II
6,-0.15202413500000156,,,-6.338440457999999,,,,,,761.7653,0.0676388604700331,1.6963503824707689,15.114956,29,4,255,241,259,31,True,1.7647482865817832,0.007357707576415619,0.04163214,105.12051399999999,-31.962621341753984,-0.02865696,0.032366753,4,2,http://geadata.esac.esa.int/data-server/datalink/links?ID=4657697835615418624,-68.94694287514977,,-68.947,0.024589461207591114,0.11634238,-0.38615948,-0.09466195,Gaia DR2 4657697835615418624,5.67234995879925e-05,3.1342500002062986e-05,False,,,,-86.68482285917105,311.2236882002155,,,0,0.061023712,,4264.0,279.3237452013427,,,,32,-0.11995971,1,-0.04567380213570693,0.023641163468047496,-1.9319608,-0.17613073,0.29458222,133976.96470362958,419.50152392586267,319.37183,12.5338125,30,1.2034274,177974.855370862,181.02357736341432,983.15845,12.5624695,281,0,80202.85394074602,295.35641559206044,271.546,12.501446000000001,29,NOT_AVAILABLE,0.5457237268549864,0.0502078970078658,1.450019751762342,0.043117641672281284,0.15380065,112001.0,10830.393594073,12476.7993101481,541.297346919052,9445.92193718906,83.91032955475937,,83.9103,0.16798139,0.02253239334596338,0.05354107,-0.14116631,-0.27406898,,,,,,836826980,2015.5,1,0,,,,1635721458409799680,4657697835615418624,,4.657697835615418e+18,7420.0,9606.333,9532.0,,11442.0,277026183,12.52,18,W61 27-5,B1I,*inAssoc,B1I
9,-0.32557863499999784,,,-6.3072219579999995,,,,,,843.9503,0.07516516050520282,2.1222440188384635,17.480783,27,1,235,227,236,31,False,1.8148661828570192,0.008089348795833244,0.040337715,89.91810600000001,-32.750182238464525,-0.09826088,-0.14118767,4,1,http://geadata.esac.esa.int/data-server/datalink/links?ID=4660173901441711104,-67.33646000662074,,-67.3364,0.027623835240360405,0.38483259999999997,-0.22113177,0.004939502,Gaia DR2 4660173901441711104,5.755602966075128e-05,0.00016608370439424042,False,,,,-86.90438814999453,341.9939371323979,,,0,-0.04292679,2007.0,,277.5226964549733,,,,36,0.08121726,1,-0.026155014295115603,0.02813455076034629,-0.92964035,-0.13008599999999998,0.23241030000000001,138798.37922052096,561.8017702946352,247.05934,12.495427000000001,34,1.2121233999999999,172930.31070787294,136.19425486828044,1269.7328,12.593688,317,0,70814.48721046187,203.84595521181598,347.39215,12.636614999999999,34,NOT_AVAILABLE,0.6325919810767611,0.053315996389867455,1.3770640491087571,0.04877833729626039,-0.10637065,112001.0,9030.92633848309,10123.7946273841,528.366682392347,8083.81875941636,82.34048151379322,,82.3405,0.073492534,0.025496786773489623,0.17358465,-0.14116804,0.05301968,,,,,,1391431213,2015.5,1,0,,,,1635721458409799680,4660173901441711104,,4.660173901441711e+18,7420.0,9593.0,8613.75,11024.0,,287401176,12.69,18,SK -67  133,B2.5Iab,*inCl,B2.5Iab
4,-0.21905063499999877,,,-6.236186957999999,,,,,,743.76965,0.09239215198459877,3.023292996809257,15.398594000000001,28,2,236,211,238,31,False,1.774642830604085,0.007102859474899384,0.0438922,69.09933000000001,-31.544609385616432,-0.052729607000000005,-0.03466034,4,2,http://geadata.esac.esa.int/data-server/datalink/links?ID=4657675291282379136,-69.27385477606133,,-69.2739,0.02973248393985974,0.25961839999999997,-0.45209795,0.15777774,Gaia DR2 4657675291282379136,4.956181291430372e-05,7.978410516684621e-05,False,,,,-86.69774853579511,302.50422253818067,,,0,0.018069267,1875.0,,279.6526303909361,,,,31,-0.02586975,1,-0.047375703091248965,0.028932422844592538,-1.6374606000000003,-0.23535737,0.20393081,124668.81445968205,430.107716918769,289.85486000000003,12.611994000000001,31,1.2028241000000002,161978.38810824606,176.2100532522442,919.2347,12.664723,265,0,70162.69753662348,183.02573746825055,383.34882000000005,12.646654,29,NOT_AVAILABLE,0.7451136900841959,0.05373933543412235,1.7599621669788328,0.053814591966388735,-0.056395244000000004,112001.0,9539.46030418279,11133.4842799253,547.341962577491,8219.77013591663,84.9822335678181,,84.9822,-0.08195628,0.030191911629428414,0.21240972,0.039015446,-0.45706856,,,,,,1297547184,2015.5,1,0,,,,1635721458409799680,4657675291282379136,,4.657675291282379e+18,4798.0,9613.0,8562.5,14974.0,,404852096,12.72,18,SK -69  256,B1Iab,BlueSG*,B1Iab
4,-0.21905063499999877,,,-6.236186957999999,,,,,,743.76965,0.09239215198459877,3.023292996809257,15.398594000000001,28,2,236,211,238,31,False,1.774642830604085,0.007102859474899384,0.0438922,69.09933000000001,-31.544609385616432,-0.052729607000000005,-0.03466034,4,2,http://geadata.esac.esa.int/data-server/datalink/links?ID=4657675291282379136,-69.27385477606133,,-69.2739,0.02973248393985974,0.25961839999999997,-0.45209795,0.15777774,Gaia DR2 4657675291282379136,4.956181291430372e-05,7.978410516684621e-05,False,,,,-86.69774853579511,302.50422253818067,,,0,0.018069267,,4253.0,279.6526303909361,,,,31,-0.02586975,1,-0.047375703091248965,0.028932422844592538,-1.6374606000000003,-0.23535737,0.20393081,124668.81445968205,430.107716918769,289.85486000000003,12.611994000000001,31,1.2028241000000002,161978.38810824606,176.2100532522442,919.2347,12.664723,265,0,70162.69753662348,183.02573746825055,383.34882000000005,12.646654,29,NOT_AVAILABLE,0.7451136900841959,0.05373933543412235,1.7599621669788328,0.053814591966388735,-0.056395244000000004,112001.0,9539.46030418279,11133.4842799253,547.341962577491,8219.77013591663,84.9822335678181,,84.9822,-0.08195628,0.030191911629428414,0.21240972,0.039015446,-0.45706856,,,,,,1297547184,2015.5,1,0,,,,1635721458409799680,4657675291282379136,,4.657675291282379e+18,4798.0,9613.0,8562.5,,15444.0,404852096,12.72,18,SK -69  256,B1Iab,BlueSG*,B1Iab
12,-0.34245063499999895,,,-6.183699957999998,,,,,,733.47577,0.12322053166235596,5.010142919199752,16.77417,23,1,192,167,193,31,True,1.8063127854961525,0.010471933662176315,0.05825462,45.148308,-33.81488517712028,-0.107810974,-0.15806007,4,2,http://geadata.esac.esa.int/data-server/datalink/links?ID=4658236420171494144,-69.32468886673769,,-69.3247,0.04190984658799393,0.37195167,-0.48654556,0.083337106,Gaia DR2 4658236420171494144,4.9466242937033754e-05,0.00023363560479588744,False,,,,-84.86656112152195,322.2408324898428,,,0,-0.0502491,,4306.0,280.16708690635147,,,,26,-0.12750241,1,0.0478757933593601,0.037948815270263565,1.2615886,-0.45147648,0.093888775,124967.05883827426,1238.871864947124,100.87165999999999,12.609399,25,1.2164613000000002,154334.33237209846,159.35797763550326,968.4757,12.717210000000001,209,0,62774.684963679494,238.06742390818386,263.68448,12.767458999999999,25,NOT_AVAILABLE,0.196996034197834,0.0796520093994224,2.004509008204652,0.061087222153037475,0.13230528,102001.0,6110.77181601208,7236.19453927881,515.243672055795,5218.39602307581,78.4424368882566,,78.4423,0.09588925,0.030883263706909667,0.1061796,0.035474893,0.003458998,,,,,,1562525329,2015.5,1,0,,,,1635721458409799680,4658236420171494144,,4.658236420171494e+18,7420.0,9593.0,8582.667,,1973.0,40795915,12.8,15,BI 109,,Star,B1.5
6,-0.34245063499999895,,,-6.183699957999998,,,,,,733.47577,0.12322053166235596,5.010142919199752,16.77417,23,1,192,167,193,31,True,1.8063127854961525,0.010471933662176315,0.05825462,45.148308,-33.81488517712028,-0.107810974,-0.15806007,4,1,http://geadata.esac.esa.int/data-server/datalink/links?ID=4658236420171494144,-69.32468886673769,,-69.3247,0.04190984658799393,0.37195167,-0.48654556,0.083337106,Gaia DR2 4658236420171494144,4.9466242937033754e-05,0.00023363560479588744,False,,,,-84.86656112152195,322.2408324898428,,,0,-0.0502491,1903.0,,280.16708690635147,,,,26,-0.12750241,1,0.0478757933593601,0.037948815270263565,1.2615886,-0.45147648,0.093888775,124967.05883827426,1238.871864947124,100.87165999999999,12.609399,25,1.2164613000000002,154334.33237209846,159.35797763550326,968.4757,12.717210000000001,209,0,62774.684963679494,238.06742390818386,263.68448,12.767458999999999,25,NOT_AVAILABLE,0.196996034197834,0.0796520093994224,2.004509008204652,0.061087222153037475,0.13230528,102001.0,6110.77181601208,7236.19453927881,515.243672055795,5218.39602307581,78.4424368882566,,78.4423,0.09588925,0.030883263706909667,0.1061796,0.035474893,0.003458998,,,,,,1562525329,2015.5,1,0,,,,1635721458409799680,4658236420171494144,,4.658236420171494e+18,7420.0,9593.0,8582.667,1331.0,,40795915,12.8,15,BI 109,,Star,B1.5
8,-0.4038306350000005,,,-6.182191958000001,,,,,,866.6769,0.1380565166477763,7.096988192078648,18.091158,27,5,230,217,235,31,True,1.8069664724641916,0.00969143326345352,0.047053646,38.760353,-32.58527804212169,-0.12210655,-0.2194395,4,1,http://geadata.esac.esa.int/data-server/datalink/links?ID=4660132051276390912,-67.3556859964505,,-67.3557,0.0320295143922614,0.2288305,-0.37667918,0.010225472,Gaia DR2 4660132051276390912,1.989616141214557e-05,7.641294604407287e-05,False,,,,-87.06093673984408,341.0081159638224,,,0,-0.097332954,2000.0,,277.5200540129843,,,,35,0.07898583,1,0.044042899032163116,0.03073988533971068,1.4327607,-0.28003216,0.14513154,126447.68839977287,664.5947812680578,190.26283,12.596611,33,1.2099323999999998,154120.03074675874,113.8895003849416,1353.2418,12.718717999999999,271,0,60027.14565133622,153.43734303553947,391.216,12.816051,33,NOT_AVAILABLE,0.3793644028907766,0.06335490288078731,1.5330915996444536,0.059532985014930886,-0.03361895,102011.0,6904.1303053622105,8085.18269847547,530.874022219478,5956.36100041782,82.76574191910599,,82.7657,-0.027365499999999997,0.02884369715272932,0.020848079,-0.012634412,0.07181439,,,,,,726434200,2015.5,1,0,,,,1635721458409799680,4660132051276390912,,4.66013205127639e+18,7963.25,9593.0,8868.667,14460.0,,391746578,12.82,18,SK -67  154,B1.5Ia,*inCl,B1.5Ia
2,-0.3301241349999986,,,-6.134543958,,,,,,798.6359,0.14423604166658796,7.057653192337444,16.95951,26,4,224,184,228,31,False,1.8232219082887933,0.00880449595362823,0.051773,36.161034,-31.890709764600548,-0.09876251,-0.14573383,4,2,http://geadata.esac.esa.int/data-server/datalink/links?ID=4657658940386823552,-69.48016689120551,,-69.4802,0.03383747503985544,0.25725564,-0.36558416,-0.02348181,Gaia DR2 4657658940386823552,3.6868764553041164e-05,0.00016417338822787619,False,,,,-86.30225634404901,305.1382475156804,,,0,-0.04697132,,4250.0,279.9462878670717,,,,29,0.006130354,1,0.01325374895221175,0.030607919381316188,0.433017,-0.051668257,0.21613713,118444.21818163958,699.1039189445899,169.42291,12.6676035,28,1.2109722,147502.61783950365,117.68860518222546,1253.3296,12.766366,253,0,60177.35257279367,302.2767331668565,199.08033999999998,12.813336999999999,28,NOT_AVAILABLE,0.4900487387182809,0.06752283593952578,1.7591774641134126,0.05430443292003804,0.070739806,102001.0,7698.15340615771,9016.37625384125,543.9216155881401,6629.612781566329,83.92133449165395,,83.9213,0.16182308,0.028308232684910638,0.06412090000000001,-0.10579907,-0.13313939,,,,,,1291448612,2015.5,1,0,,,,1635721458409799680,4657658940386823552,,4.657658940386823e+18,7420.0,9593.0,8582.667,,11439.0,277023992,12.29,19,SK -69  208,B1.5Ia,BlueSG*,B1.5Ia
2,-0.3301241349999986,,,-6.134543958,,,,,,798.6359,0.14423604166658796,7.057653192337444,16.95951,26,4,224,184,228,31,False,1.8232219082887933,0.00880449595362823,0.051773,36.161034,-31.890709764600548,-0.09876251,-0.14573383,4,2,http://geadata.esac.esa.int/data-server/datalink/links?ID=4657658940386823552,-69.48016689120551,,-69.4802,0.03383747503985544,0.25725564,-0.36558416,-0.02348181,Gaia DR2 4657658940386823552,3.6868764553041164e-05,0.00016417338822787619,False,,,,-86.30225634404901,305.1382475156804,,,0,-0.04697132,1872.0,,279.9462878670717,,,,29,0.006130354,1,0.01325374895221175,0.030607919381316188,0.433017,-0.051668257,0.21613713,118444.21818163958,699.1039189445899,169.42291,12.6676035,28,1.2109722,147502.61783950365,117.68860518222546,1253.3296,12.766366,253,0,60177.35257279367,302.2767331668565,199.08033999999998,12.813336999999999,28,NOT_AVAILABLE,0.4900487387182809,0.06752283593952578,1.7591774641134126,0.05430443292003804,0.070739806,102001.0,7698.15340615771,9016.37625384125,543.9216155881401,6629.612781566329,83.92133449165395,,83.9213,0.16182308,0.028308232684910638,0.06412090000000001,-0.10579907,-0.13313939,,,,,,1291448612,2015.5,1,0,,,,1635721458409799680,4657658940386823552,,4.657658940386823e+18,7420.0,9593.0,8582.667,10261.0,,277023992,12.29,19,SK -69  208,B1.5Ia,BlueSG*,B1.5Ia
