f_in,n_f_out,close,f_out,f_out_err,amp_in,amp_out,amp_out_err,peak_out,lc_length,tmag,rms,alpha,tau,teff,lum,f2_out,f2_out_err,amp2_out,amp2_out_err,peak2_out
0.3461375626026412,0,0,0.0,0.0,9.019352583597812e-05,0.0,0.0,0.0,243.69949532831015,10.6203,0.0031387706605034743,0.0256592852829675,0.5529361179011462,3.808,4.626,0.0,0.0,0.0,0.0,0.0
4.091148267525617,1,1,4.091151201422543,5.507782136716837e-06,0.009160707536557986,0.009179451550167304,2.473305255351667e-05,75784.68526117284,269.7087199491798,10.8201,0.0018343887051412442,0.0031854988982943,0.2004260368156735,3.748,4.885,0.0,0.0,0.0,0.0,0.0
0.6391070388950066,1,0,0.6391717242967647,1.759647505418177e-05,0.004856592177792796,0.004571428766149354,3.562053613944501e-05,142.15514672494595,244.13698203365539,10.0064,0.008468192750901458,0.085857820451334,0.2475828600515593,3.979,4.702,0.0,0.0,0.0,0.0,0.0
4.999646689047956,1,1,4.999649155564259,5.85539537129689e-06,0.014987688213375394,0.014987823026009827,4.2931875310613514e-05,84788.91289269188,269.70924454373016,11.3647,0.002569194714402361,0.0062672071206724,0.2398920962765403,3.781,4.73,0.0,0.0,0.0,0.0,0.0
2.3234956870333847,1,1,2.3234963671506965,5.391591716773071e-06,0.10691117239147976,0.10680776489982138,0.00028171140452214774,50155.47390880931,269.70895055372966,11.154000000000002,0.0090562981900862,0.0522832522708216,0.2483726128546811,4.035,4.692,0.0,0.0,0.0,0.0,0.0
3.6582503142560787,0,0,0.0,0.0,7.206489739988751e-06,0.0,0.0,0.0,244.1369529103108,9.1333,0.001603070856088822,0.0201966976123955,0.4375543712456443,3.83,5.145,0.0,0.0,0.0,0.0,0.0
4.784876735748173,0,0,0.0,0.0,0.0001458234455134908,0.0,0.0,0.0,23.854050043518782,11.3007,0.0022911428529106756,0.0119111689099207,0.8105677075053379,3.832,4.927,0.0,0.0,0.0,0.0,0.0
1.7749919904653446,0,0,0.0,0.0,1.2496497835989608e-05,0.0,0.0,0.0,244.13694147084652,10.4914,0.004950377962419836,0.0509624379501091,0.4796961620826205,3.83,4.559,0.0,0.0,0.0,0.0,0.0
2.773835383882322,1,1,2.7738432258282484,6.6006659452186825e-06,0.037241015348539505,0.037215842640566134,0.00010877733828043118,34500.249640263726,244.13698203365539,10.0064,0.008468192750901458,0.085857820451334,0.2475828600515593,3.979,4.702,0.0,0.0,0.0,0.0,0.0
4.556094882431611,1,1,4.556110174194852,2.0965931255011053e-05,0.002324395760028628,0.002307667804405105,2.3668578976094892e-05,12562.073015808315,269.70903214486316,11.9518,0.005842462609509727,0.087703146824507,0.3623207957155041,3.963,4.698,0.0,0.0,0.0,0.0,0.0
3.681960800289033,0,0,0.0,0.0,1.365728872753038e-05,0.0,0.0,0.0,269.70911016916216,10.7108,0.003769863233831498,0.0185885902967836,0.4190934044521117,3.871,4.383,0.0,0.0,0.0,0.0,0.0
0.7475923057762192,1,1,0.7439498027464697,0.0007929619453280087,0.00023495762526819577,0.0003142216640582429,2.2337641980604497e-05,33.605347381471674,49.4264718204422,11.2638,0.0028215845156611876,0.0091072437460771,0.2273831096208338,3.747,4.873,0.0,0.0,0.0,0.0,0.0
3.8537724115865215,1,1,3.8537891062120138,2.091044551369581e-05,0.0037952920397382626,0.003774676145009168,3.495149842530093e-05,9693.0361507656,244.13698203365539,10.0064,0.008468192750901458,0.085857820451334,0.2475828600515593,3.979,4.702,0.0,0.0,0.0,0.0,0.0
2.421585629939657,0,0,0.0,0.0,2.7795791298017112e-05,0.0,0.0,0.0,23.854044697494373,11.1242,0.002127282206622625,0.020482741782952,0.1301915391500966,3.603,4.967,0.0,0.0,0.0,0.0,0.0
3.251042614488169,1,1,3.251064570673105,2.537981678574219e-05,0.0017738975233124123,0.0017896759314759102,2.0113406221700146e-05,4532.032211982012,244.13694147084652,10.4914,0.004950377962419836,0.0509624379501091,0.4796961620826205,3.83,4.559,0.0,0.0,0.0,0.0,0.0
2.516818715077435,1,1,2.5169925552762096,0.0003201460086017192,0.0010511047550206226,0.0010285588596243838,2.952068338991224e-05,581.8085307244252,49.42650710220096,11.8152,0.0036678749385400497,0.0042484217173308,0.3554284609839316,3.633,4.677,0.0,0.0,0.0,0.0,0.0
