,RA,Dec,dist,pmRA,pmDec,Tmag,ContRatio,SpT,CommonName,MKType,SimbadOType,SimbadSpT,teff,lum,SpecSource,Gal,w1mag,w2mag,w3mag,w4mag,RA_tic,Dec_tic,source_id,n_sectors,alpha,alpha_err_lo,alpha_err_hi,tau,tau_err_lo,tau_err_hi,gamma,gamma_err_lo,gamma_err_hi,alphaw,alphaw_err_lo,alphaw_err_hi,n_peaks,highest_amp,highest_amp_error,f0,f0_error,lc_length
181042381,12.6403512563099,-73.2569268505959,0.0411049513816938,0.5891390000000001,-1.17942,11.2638,,YSG,ISO-MCMS J005033.7-731524,,Candidate_SG*,,3.747,4.873,N,SMC,9.865,9.844,9.628,9.361,,,4685929269782785920,2,0.0090326071640034,0.0025790457706622,0.0028594830166851,0.2304226694074094,0.0746267182759399,0.0836262161398401,2.218474878192059,0.5809867173293126,0.6836872401216523,0.0041100008834864,1.2866578212678524e-05,1.3289283240001427e-05,0.0,,,,,49.4264718204422
30527145,74.9314561993195,-68.52299438924851,0.108914919220903,1.75597,-0.0416912,10.8201,,YSG,HD 268865,K0,Star,K0,3.748,4.885,N,LMC,9.696,9.686,9.62,9.517,,,4661327323506601344,12,0.0068986280691755,0.0017921750968646,0.0023567503032612,0.5112533222519381,0.1418004753298821,0.1615607316070677,1.390281036810171,0.1387084651946404,0.1538187243919728,0.0017182279601559,1.3391895576349592e-05,1.3089432988511347e-05,0.0,,,,,353.438626116038
40404470,77.29420213149241,-69.6033901712571,0.1821014202051739,2.0805700000000003,0.252252,10.038,,YSG,HD 269110,K0,Star,G0I:,3.75,5.251,N,LMC,8.786,8.681,8.569,8.241,,,4652214880388720000,24,0.0101052251572288,0.0006399085953201,0.0006501432783422,0.3107610186969293,0.0249642030231874,0.0261827992359288,1.4856424262627796,0.0369681536811743,0.038031113006679,0.0012000327232546,1.2254648718902118e-06,1.155828183264018e-06,5.0,0.0001936194733078,2.8716650557793893e-06,0.5529451169089454,7.682133095537994e-06,1064.421593953182
30031510,72.9921557890282,-69.4260628316674,0.117683942543488,1.88796,-0.079326,9.1944,,YSG,HD 268718,B,BlueSG*,B9Ieq,3.763,5.0,N,LMC,9.366,9.22,8.917,7.001,,,4655370478713841280,13,0.0396695863693783,0.0033760450059024,0.0032605054764034,0.2181721122066734,0.01959290604238,0.0194606022141988,1.6372931400574413,0.0408104452841133,0.0408760721836372,0.0016883871079703,2.337008896673588e-06,2.3148915206691427e-06,0.0,,,,,353.4386205731553
391745696,82.7153377582073,-67.02821179807421,0.162591967854909,1.52965,0.5458310000000001,11.9956,,YSG,SOI 228,F:Ib,Star,F:Ib,3.767,4.435,N,LMC,11.005,11.014,10.978,9.78,,,4660208089384520192,11,0.0028585679747541,0.0007499757522081,0.0009269291649074,0.1960006920743508,0.0485396450692445,0.0633546673730607,2.186790737170832,0.31533082921673,0.33765044184603,0.0017723120055386,1.3460883603018304e-05,1.4148383734696214e-05,1.0,0.0002200382545127,1.2308533491404912e-05,1.3924024761005618,9.510636632391122e-05,324.2718774642626
180618091,11.7212961455554,-72.7143713894738,0.1521561745509669,0.692415,-1.24756,11.6414,,YSG,OGLE SMC-CEP-921,G0Iab,YellowSG*,G0Iab,3.771,4.804,N,SMC,10.146,10.164,10.049,8.864,,,4688974886982934016,2,0.086494003587769,0.006836210925824,0.0068365815565843,0.0255629637295176,0.0015783162564352,0.001590089499955,2.494686892245916,0.089301390084564,0.0933952237541806,0.0051476649364969,2.0038215328164157e-05,2.0431432997270425e-05,7.0,0.0033895760610325,7.823485044924709e-05,0.2389445749314218,0.0002574576093571,49.42650422720817
183495106,18.8521971767637,-73.5123328899415,0.1032232265853869,0.952235,-1.12003,11.5128,,YSG,Flo 675,F5V,Candidate_YSG*,F2I,3.771,4.788,N,SMC,10.369,10.359,10.238,9.359,,,4686402884416320768,2,0.0141695493990202,0.0043206345230891,0.0045598581026641,0.3514624504836663,0.1153904832642259,0.124791872565553,2.2282448945264792,0.5255945133474249,0.5720179400509915,0.0043234107294324,1.4256597845306931e-05,1.40071799190674e-05,0.0,,,,,49.26677972431139
181043309,12.6199865185871,-72.75255906970409,0.032636533781191,0.802014,-1.17746,11.2095,,YSG,SV* HV   829,F8,deltaCep,G0Ib,3.771,4.968,N,SMC,9.828,9.827,9.855,9.023,,,4688965399355605120,2,0.5270630331209876,0.0804417646985036,0.0807842935050222,0.105697690767778,0.0140827666087242,0.0137798890022109,1.5765512554212835,0.0394617186164765,0.0426204138271497,0.0081844467091566,3.641192220019997e-05,3.5976538821723414e-05,30.0,0.000281454796005,0.0007526472600808,29.89337058714757,0.0298286529986758,49.42650979162772
404965397,85.2464222320068,-69.3431768694603,0.0587461066924671,1.77532,0.611943,10.9168,,YSG,CPD-69   496,F6Ia,YellowSG*,F6Ia,3.772,4.99,N,LMC,9.6,9.571,9.792,9.283,,,4657625783228777856,11,0.0039780349035451,0.0009969179303691,0.0012119454399665,0.2514967034610697,0.0673572592830754,0.085599450179675,1.6773451194350448,0.2145929591293549,0.22914468132832,0.0017467906696314,1.388838456641982e-05,1.3629863220587703e-05,1.0,0.0001907568625359,6.306629743201547e-06,0.3695447213219257,5.559438064504585e-05,327.8664831639385
40345470,77.28620014653579,-68.98539463522471,0.119948130800524,1.83635,0.0449914,11.8732,,YSG,[BB69] LMC  4,,Star,,3.773,4.573,N,LMC,10.674,10.684,11.261,9.565,,,4661261245378112768,13,0.0028134387709457,0.0007889098227558,0.0010040870085336,0.32870626785902,0.0845203259224956,0.0997838060837478,2.188316206585221,0.3334986399601238,0.3531953948673587,0.0015674571043364,1.0542848713200085e-05,1.07793697562929e-05,1.0,0.0003473301853508,1.2031377729147337e-05,0.5051781336073836,5.403430300247607e-05,353.438645857952
181446812,13.427689771737,-72.2871209095278,0.178578477076756,0.800347,-1.1435,11.4897,,YSG,SV* HV   834,F8Ia,deltaCep,F2Ib,3.777,4.859,N,SMC,10.119,10.155,10.047,8.604,,,4689057414725777152,2,0.0592982573820927,0.0078273681383677,0.0082204278531604,0.0713391849923709,0.0095170966429103,0.0096730288030241,2.030451229678561,0.1261335790058477,0.1378289458960111,0.0043699374445931,1.50561300945257e-05,1.4783215979466932e-05,1.0,0.0029367531448266,3.767519887328944e-05,0.446828168835906,0.000143099641627,49.42655250231383
31181424,76.61445983339709,-68.51124098831589,0.1769639492184489,1.61209,-0.0557881,11.6492,,YSG,LHA 120-S  80,B8Ie,Em*,B8Ie,3.778,4.625,N,LMC,10.465,10.262,9.608,8.039,,,4661290764764683776,12,0.0266761268466628,0.0019690226696001,0.0019964474005901,0.1628013577722715,0.0137899646940869,0.013997315923242,1.5964316367162603,0.0411706205067496,0.0408340024870657,0.0016840055940368,2.260726224395096e-06,2.279176059969551e-06,4.0,0.0009891868604971,1.312940577156517e-05,0.0686428643381903,2.0704438726698983e-05,353.4386377159226
389365864,85.53888779015209,-68.45865498173549,0.0924002912736521,1.68987,0.7428,11.3647,,YSG,HD 270025,A,Star,F8I:,3.781,4.73,N,LMC,10.362,10.351,10.299,9.842,,,4657774934532828928,11,0.0067161238967165,0.0014370813321832,0.0019162167325039,0.2362412823024096,0.0528051131321215,0.0682873278163128,1.8198995089477208,0.1875325450219656,0.1964826534611163,0.0018742309444346,1.430950034243578e-05,1.4595490296465811e-05,0.0,,,,,353.4387015133525
179639601,80.5768527103237,-66.9164084907069,0.0756812891545065,1.44212,0.3755989999999999,11.7341,,YSG,SOI  49,F6:Ia,Star,F8Ib,3.784,4.595,N,LMC,10.677,10.673,10.626,9.736,,,4660399644912771456,11,0.0013109257658396,0.000592968117046,0.0007831720084376,0.3931963293176362,0.1428624306218611,0.1621968581161144,2.3509536862842424,0.5027684837993784,0.5094894851443477,0.0017399613110518,1.3442702953908635e-05,1.3790857356481018e-05,0.0,,,,,324.27181966904664
30266478,73.8852457259417,-69.9625237755898,0.13785320772359,1.87184,-0.0776852,9.5891,,YSG,HD 268819,F8,YellowSG*,F5Ia,3.784,5.381,N,LMC,8.706,8.674,8.529,8.437,,,4655136518933846784,11,0.008373760977565,0.0010527363009014,0.0009990185282085,0.3114211493429006,0.052131221555712,0.0528955162291817,1.5703587719033805,0.103684208327623,0.1099695046334741,0.0017984614036509,2.43037728103984e-06,2.428059505847797e-06,0.0,,,,,353.4386308875528
29984014,72.73273606034921,-69.4312513304874,0.0353944851400487,1.83265,-0.114001,10.4649,,YSG,HD 268687,F2,YellowSG*,F6Ia,3.784,5.169,N,LMC,9.225,9.15,8.963,9.049,,,4655369585360613120,25,0.0354914793914476,0.0018231390514952,0.0018529999990837,0.2841770192175203,0.0143966684413721,0.0145900425808053,1.843417101348422,0.0305290551289649,0.0322409451975473,0.0012874322508404,1.269083818805335e-06,1.1793156826618923e-06,9.0,0.0002166532700141,6.04534981739398e-06,2.765244281769283,1.445284343703354e-05,1064.421516174243
277105522,84.14351106716109,-67.6753718347952,0.0414657202485547,1.49239,0.5866600000000001,11.9552,,YSG,HD 269868,F8,Star,F8I:,3.786,4.537,N,LMC,10.833,10.833,10.55,8.975,,,4659358544827437952,12,0.0031961055796239,0.0007859921035744,0.0009992943057374,0.2424536135029043,0.0576568912123475,0.0695166918080634,2.184875318735697,0.319306279390636,0.3303738330596482,0.0016710604539867,1.2342498978461236e-05,1.2917815910970172e-05,2.0,0.000529536354664,1.0808709880767186e-05,0.3697003337700932,3.184012380021377e-05,353.438687325337
179309868,79.66108562342559,-69.7629714767216,0.158531559783168,1.95166,0.2289,10.93,,YSG,HD 269355,F5,YellowSG*,F6Ia,3.787,4.941,N,LMC,9.799,9.816,9.857,10.013,,,4658145061924705536,12,0.0032226099014589,0.0008429773783924,0.0011063095133001,0.2955315221131089,0.0842332321697192,0.104145267411743,1.6544156334463267,0.2079364323174595,0.245440551627478,0.0016495705266435,1.2186332423664084e-05,1.1712813243335616e-05,1.0,0.0002432870639788,6.504482703630933e-06,0.8566503688028787,4.170522220892868e-05,353.43866737127064
277171889,84.1794754032055,-69.1482469673241,0.0917285645694631,1.7677,0.647263,11.0487,,YSG,HD 269860,A3,SG*,A3Ia,3.787,4.877,N,LMC,9.89,9.837,8.4,6.332,,,4657690890613081344,11,0.0072658314205235,0.0008763341443552,0.0008789218343521,0.2525972702806081,0.04095798891272,0.0419532895504836,1.611164613751768,0.1057174758280141,0.108589042621888,0.0017277500198757,2.289258330402145e-06,2.3665634005186863e-06,6.0,0.0003465142869834,7.0107811602924e-06,1.336802116434065,3.1560358299801635e-05,353.438695034316
279957640,82.0740488089146,-69.0718194053827,0.0667600435004105,1.58399,0.415977,11.1421,,YSG,SK -69  145,A3Ia+,Star,F0I,3.787,4.828,N,LMC,10.089,10.036,9.519,8.285,,,4658105788836255360,11,0.0232606083378912,0.00181051720453,0.0018391746336386,0.1863201420154417,0.0153682655714555,0.0158852845607788,1.895776116353116,0.0673916531680427,0.0686478076052992,0.0017653270154967,2.360689231735349e-06,2.3848151045544053e-06,7.0,0.0012387253512716,9.602484417448233e-06,0.6841606488900072,1.2092198387745309e-05,353.43867974910063
404769646,84.7747096030101,-69.2741033386372,0.0885189692106939,1.80832,0.733595,11.7147,,YSG,SK -69  250,A0Ip,Star,B7I,3.791,4.623,N,LMC,10.654,10.67,11.09,7.359,,,4657676944892556416,12,0.0338389271892868,0.0032822088613224,0.0032683509218017,0.3636089075384439,0.0364083955561152,0.0362760166110099,1.8271219690267,0.0673026064612301,0.0708515326554712,0.0016708796454021,2.184491764225605e-06,2.1092340573372354e-06,2.0,0.0001988752966767,1.2893082316753525e-05,1.7485470453793188,0.0001011282678559,353.4386998696264
277108449,84.0420066193105,-68.9281290230183,0.1759564632464769,1.48695,0.6823170000000001,10.132,,YSG,HD 269840,G0,YellowSG*,F3Ia,3.791,5.335,N,LMC,8.839,8.786,8.577,8.336,,,4657702886498144256,19,0.0064320745875521,0.0003074526454161,0.0003084991465961,0.127789243299595,0.0072545315150314,0.0076024765156745,2.03920377655082,0.0730460324169386,0.0715151272966716,0.0014103444575202,1.465976390396025e-06,1.4604744043701743e-06,13.0,0.0002183438275776,3.491067390057527e-06,2.2696135363578933,9.264118465901985e-06,951.5332479110212
181446808,13.339206550689,-72.2879781366235,0.1289181046228169,0.8362350000000001,-1.26465,11.9169,,YSG,TYC 9138-1910-1,F0I,Candidate_YSG*,F0I,3.792,4.662,N,SMC,10.913,10.903,10.862,9.083,,,4689057346006300544,2,0.0313711575764861,0.006154980104016,0.0061891292250939,0.1805899542698484,0.0302742768606923,0.0298378434756552,3.095207351414708,0.5068485057804142,0.5511054292338273,0.0040922025393334,1.2878478048248578e-05,1.3110207805026863e-05,2.0,0.0030193401208399,3.598699441859448e-05,0.2731037615094411,0.0001329486652166,49.426551626637774
277300045,84.53992899164001,-69.1059214609078,0.0714366590649896,1.7065400000000002,0.627754,9.7899,,YSG,HD 269902,A1Ia+,SG*,A1Ia+,3.793,5.352,N,LMC,8.687,8.609,9.188,4.947,,,4657680513972093952,22,0.0261326726267433,0.0011916599237079,0.0011920530692016,0.191770671008279,0.0097071178110324,0.0096571621051682,1.6553488853185905,0.0245403008526596,0.0256130760209085,0.0012954940531583,1.3215499874721058e-06,1.3081824267338702e-06,2.0,0.0001027144275614,3.701100062906569e-06,2.903418923023217,1.918292349723065e-05,1035.6078566950564
425083794,82.9100952351832,-67.4698781666646,0.0833673531612897,1.43947,0.5013850000000001,9.9394,,YSG,HD 269697,G0,YellowSG*,F6Ia,3.797,5.278,N,LMC,9.091,9.07,8.967,8.687,,,4660124762671796096,11,0.0052838647406796,0.0013417219831295,0.001713364880112,0.3917110577058408,0.103155442854804,0.1179785700371631,1.6250082971109698,0.1955322256634974,0.211268517148266,0.0018220750632606,1.4485999545179326e-05,1.4765372588621765e-05,1.0,5.24908545956295e-05,3.4301268507369705e-06,1.414072881102238,0.0001019349747179,353.4386769072498
181880034,14.5094866987785,-72.299040366117,0.0941603939226912,0.624266,-1.17723,11.4455,,YSG,AzV 197,F5,YellowSG*,F2Ia,3.801,4.852,N,SMC,10.352,10.364,10.298,9.316,,,4689002851458876800,1,0.0148038999299925,0.0054919882617606,0.0056268969933,0.1786241494903663,0.0687534281705988,0.075733605548183,2.509990784333863,0.8196008394623062,0.9881619810233966,0.0072283046567645,3.3165230337943094e-05,3.2300730267971825e-05,0.0,,,,,23.854036480202467
391812839,82.71448149725059,-69.04960867503101,0.1127826948545009,1.50922,0.533875,10.4961,,YSG,HD 269662,B:,SG*,A0Ia,3.807,5.179,N,LMC,9.323,9.233,8.403,6.106,,,4658431553453824256,12,0.0886714259909254,0.0075299723089522,0.0074623400932097,0.2369771442846612,0.0187770576123037,0.0194005229928447,1.9012946271623683,0.0492901524501705,0.05160035651141,0.003094749488333,4.075418574316352e-06,3.986026974881624e-06,1.0,5.342803541342211e-05,1.3314294344714218e-05,6.9336296265659465,0.0003887278190228,353.43868414244025
373846742,81.6083291028855,-66.2031900663397,0.142474372628772,1.62493,0.465217,10.6203,,YSG,SK -66   94,A2I,Star,A2I,3.808,4.626,N,LMC,10.787,10.756,11.669,9.518,,,4660530899105311360,12,0.0231838744219181,0.0030345934282942,0.0031254320632548,0.5970746908849087,0.0922603778802132,0.0916312196663464,1.5791549842443304,0.0735698571373328,0.0758748297787117,0.0016702289590449,2.141034349014727e-06,2.225857657039369e-06,1.0,0.000123844763727,1.002137526241696e-05,1.0528511514225338,0.000126225290371,353.43866035815563
179206253,79.5076375671546,-69.5604903171083,0.0942985406016343,1.77218,0.290754,10.1142,,YSG,HD 269331,G0,Candidate_YSG*,A5Ia0,3.81,5.307,N,LMC,8.864,8.821,8.915,7.669,,,4658170969235232640,23,0.0198061620669297,0.0014584463585303,0.0014378677195672,0.4918900488919906,0.0417853029942457,0.0427039626803468,1.537731489562708,0.0379224690201354,0.0368547670353434,0.0012735255028533,1.2652394258219103e-06,1.2225414916203648e-06,2.0,3.310362712522882e-05,3.552390856242068e-06,2.252029557531262,5.712945003371708e-05,1035.6091368159227
404852217,85.10567969187821,-69.2434012435933,0.082747490032507,1.77489,0.762549,11.0954,,YSG,CPD-69   485,A2Ia,SG*,A5Ia,3.811,4.854,N,LMC,10.226,10.18,10.892,9.283,,,4657675050764209664,11,0.0142861050316092,0.0016104738420209,0.0015997795746036,0.3307823032157839,0.0444962238302606,0.0452485044631112,1.7492062957400454,0.0958023128779974,0.0990840714722585,0.0018561952537201,2.46955694590688e-06,2.53626564115342e-06,1.0,0.0001089831333195,9.422785778967246e-06,1.389458920816194,0.0001348704103569,353.4387020626582
279957197,82.0915285879148,-68.9967412574701,0.0778242841200092,1.69595,0.294557,11.1347,,YSG,EM* MWC  112,F5Ia,YellowSG*,F5Ia,3.811,4.898,N,LMC,10.134,10.113,10.192,9.647,,,4658481409442931072,12,0.0055913732890392,0.0014097039421751,0.0018637291145498,0.4207316574983025,0.11270944764489,0.1293657153814725,1.5433749972333677,0.1699004635026633,0.185724901927446,0.0016428934515869,1.29705336727817e-05,1.1971796407706002e-05,1.0,0.0001379126428936,7.178082176916189e-06,1.20163913701177,8.118971625021356e-05,353.4386794419097
277108350,84.13491607625849,-68.9004642039944,0.17922265483889,1.48306,0.660438,10.1829,,YSG,HD 269857,G0,SG*,A9Ia,3.82,5.331,N,LMC,9.039,8.988,8.776,8.395,,,4657700412597025408,11,0.0166582860846299,0.0017101564117411,0.0016203549999215,0.2642900235411458,0.0334913720104197,0.0324463019042309,1.6620478914308352,0.0783425528840542,0.0795246682150785,0.0020543694840645,2.658158770619482e-06,2.719954057824915e-06,2.0,7.880273154195468e-05,4.807223739875049e-06,1.3097160040060765,9.515896846226692e-05,353.43869346203974
30931197,76.0621200548818,-67.2514595927276,0.0847601041250823,1.71393,-0.0296127,10.9034,,YSG,HD 268939,B,Candidate_BSG*,B:Ie,3.821,4.879,N,LMC,10.283,10.137,9.673,8.727,,,4661879003439588352,11,0.0630959317780146,0.0055406675514639,0.005658229914451,0.2517651308367864,0.0229325312981267,0.0228416008027628,1.652084654597829,0.0383266608443828,0.0398208215839697,0.0019856065542848,2.845521545879852e-06,2.8062477097847045e-06,7.0,6.347095691723573e-05,1.1529013293090008e-05,5.5353885996209415,0.0003088295142757,324.27170139222926
389368279,85.62153509055159,-67.3283227137705,0.0624399604224282,1.64542,0.689675,10.4662,,YSG,HD 270050,G0,YellowSG*,F6Ia,3.821,5.132,N,LMC,9.649,9.625,9.565,9.035,,,4659428810505409408,10,0.0040106907143586,0.0010308257148011,0.0013166057618994,0.267214277944993,0.0662289254411805,0.0822248932976577,1.9490008254006648,0.2557389066785618,0.2801228476785271,0.0018906211301774,1.5306808213213022e-05,1.517192031565205e-05,1.0,4.234791592372375e-05,4.794165770795887e-06,1.8951696402105356,0.0001765946986347,353.43869694715795
404934120,85.2408770700883,-69.2586504176052,0.0695118760697376,1.64553,0.3326639999999999,9.1333,,YSG,HD 269982,B,SG*,A3Ia,3.83,5.145,N,LMC,9.582,9.54,9.425,9.091,,,4657627947893085184,10,0.0177330552606282,0.0023467087392081,0.0024629694813953,0.4426679700558963,0.0717978003349856,0.0739798222914805,1.573587051967112,0.0823643635280659,0.0847717337729467,0.0018600528124488,2.530462523967413e-06,2.663970928871778e-06,1.0,4.967828938155736e-05,5.556846434956188e-06,1.704170647041792,0.0001880942405606,327.86648078763983
391815407,82.7086732253957,-69.5248301567369,0.0989860247744624,1.7006,-0.348024,10.2902,,YSG,HD 269661,B,SG*,A0Ia0e:,3.83,5.135,N,LMC,9.622,9.57,9.145,7.533,,,4658042120182156800,11,0.1764872988576309,0.0215503354838024,0.0226624056011671,0.5766599899536318,0.0675755141623027,0.0707019320806813,1.7082026293582917,0.051908155028844,0.0510807638853769,0.004030278406815,5.396206905458438e-06,5.477510589661089e-06,25.0,6.464703993518283e-05,1.8465220817551497e-05,4.784070913506675,0.000445556240938,353.4386867323028
404851968,85.08853177571879,-69.3115828412481,0.0404520763861327,1.7662,0.5793470000000001,10.4914,,YSG,TYC 9163-462-1,,Star,,3.83,4.559,N,LMC,11.028,11.011,8.95,6.019,,,4657672993522793984,10,0.0453856590690756,0.0050271395124656,0.0052855963609725,0.4700273937343506,0.0545161701718488,0.0576458450545707,1.6846921943489472,0.0582630191916779,0.0600826435319452,0.0018282273773639,2.527464827461242e-06,2.5951265662513875e-06,1.0,0.0013788910055837,1.7211034605200373e-05,0.1911511892289285,2.0988953085379224e-05,327.8664791304386
182730122,15.6793435301479,-72.1238812230769,0.0636102127592581,0.677901,-1.15622,11.3007,,YSG,RMC  26,F0Ia,YellowSG*,F0Ia,3.832,4.927,N,SMC,10.462,10.446,10.384,9.459,,,4690503379910058624,1,0.0121810391835759,0.0060622845787452,0.0074801291737876,0.7958165845284407,0.4703774127288209,0.6854431737841632,1.324791555398072,0.3807155011235743,0.5403611580734391,0.0060313953818765,2.8371623340665668e-05,2.820738282678474e-05,0.0,,,,,23.854050043518782
276934352,83.54628199890391,-69.4290768823167,0.0867923842218512,1.7166099999999995,0.49363,11.5962,,YSG,SOI 641,A9Iab,SG*,A9Iab,3.832,4.697,N,LMC,10.824,10.826,10.879,9.774,,,4658035518782398720,11,0.0044992103658888,0.0012674435081539,0.001572014123316,0.4235603198785905,0.1136198292039455,0.1289695140068441,1.6542865448152837,0.2168631044198004,0.2353594022646945,0.001702657008,1.3173830365446329e-05,1.3474582418083678e-05,0.0,,,,,353.4386920326342
276865044,83.66680086815721,-67.5026553209155,0.060497996253838,1.54176,0.584696,11.2877,,YSG,HD 269790,A5,SG*,A5Iab,3.833,4.4,N,LMC,11.498,11.498,11.718,9.545,,,4660115348103484672,11,0.0072536024300811,0.0012853763064989,0.0016549367293704,0.1687542274688011,0.025100415623528,0.0311891253215845,2.5443592940933955,0.2473028635868117,0.2515737437887928,0.0017284174327519,1.2367694662153645e-05,1.3120637802986569e-05,3.0,0.0009544546065007,1.686982553521204e-05,0.622707151037086,2.757096630637745e-05,353.43868282638687
277021897,83.9233301133525,-69.8541333043784,0.0930360057377419,1.7286700000000002,0.588621,10.5153,,YSG,HD 269809,G0,SG*,A4Iab,3.834,4.695,N,LMC,10.784,10.787,11.165,9.627,,,4657269296613822336,13,0.0051257502735814,0.0012960164781689,0.0016808588913356,0.415503963530875,0.091736884173376,0.1049904071413011,2.153952339005961,0.2642313942207979,0.2751146612450963,0.0015515775393599,1.080682656717574e-05,1.1232193517003762e-05,1.0,0.0002301764584362,8.609872201784783e-06,0.2457032778978711,5.834887123386011e-05,353.43869685234495
277101323,83.8796423514874,-66.7567093180562,0.095855643218485,1.49155,0.614549,11.598,,YSG,SK -66  161,F0Ia:,Star,F5I:,3.838,4.692,N,LMC,10.842,10.849,10.833,9.675,,,4660256089890068992,10,0.0072585124471204,0.0019448621420825,0.0026480729190493,0.6543295552770995,0.1670896500704756,0.1862792342034063,1.5768450675965968,0.1916095353419116,0.2046541443822147,0.001854863299681,1.5250281543387418e-05,1.5395795543551036e-05,1.0,0.0001440200717968,9.138405977314596e-06,0.2001495669632278,0.0001078819657933,324.2719087867945
180609896,12.026303924296,-73.1105535655828,0.136433676540169,0.6733279999999999,-1.17509,11.1185,,YSG,SK   20,A0Ia,SG*,A0-A2Ia,3.841,4.594,N,SMC,11.16,11.216,10.108,7.034,,,4685948683034959232,2,0.0204588466847865,0.0054223286380426,0.0059152593172717,0.2636058500251846,0.0789123687646345,0.0826533651465259,1.924851940708687,0.316926708755366,0.3346239158421598,0.0040424056601431,1.2291718425018472e-05,1.2810819243869176e-05,2.0,0.0004347911103382,3.470571401091391e-05,1.4172190094803998,0.0008903718558849,49.42647728544307
276667896,83.152420569814,-70.80683528001941,0.103483202803541,1.99184,0.636919,11.7732,,YSG,HD 269719,F2Ia,Star,F5I,3.842,4.65,N,LMC,11.02,11.023,10.937,9.225,,,4657099529502235648,11,0.0035978399089434,0.0009958749983067,0.0013917449215483,0.3474765190922962,0.0859344478736097,0.0980005947610822,2.256347465521104,0.3364214348510987,0.3418241315844308,0.0016909513622312,1.284688222312198e-05,1.2707475526501245e-05,1.0,0.0002545854820124,1.0690330088134414e-05,0.2316033897096682,7.06108132479525e-05,327.8664833442949
279957325,81.96335132091691,-69.0153788128196,0.0678144428708261,1.60225,0.500658,10.5398,,YSG,CD-69   310,F2I,Star,F2I,3.846,5.178,N,LMC,9.665,9.628,9.449,7.782,,,4658106269873047296,12,0.0079815269020256,0.0005011475821651,0.0004970331664047,0.0760351617266181,0.0053862237366532,0.005167427877812,2.393537152061918,0.136884283993778,0.144842849098735,0.0021497419701013,2.750426698606284e-06,2.635397232712399e-06,20.0,0.0002676708786629,7.484689984030214e-06,2.6890598571950197,4.361836393835021e-05,353.4386786441155
404768745,84.6540086178315,-69.0855215146918,0.18246463160303,1.88635,0.907908,11.8776,,YSG,RMC 137,B1.5IaNstr,BlueSG*,B1Ia,3.847,4.543,N,LMC,,,,,,,4657686286410997504,22,0.0341067669080364,0.001610561269019,0.0016022306218042,0.2276433868269124,0.0106747746183976,0.0104510112920686,1.9856310631781728,0.0377792245949069,0.0357226188814217,0.0015556619941754,1.5218418296539336e-06,1.5380808510133143e-06,10.0,0.0034216144827719,2.6663671275430707e-05,0.724805706630299,4.036322910601524e-06,1064.421706898203
391813303,82.635141082248,-69.1533031052453,0.0866076010163571,1.58544,0.496004,10.6765,,YSG,HD 269651,B,Star,F0I,3.847,5.066,N,LMC,9.892,9.832,9.64,9.806,,,4658429698027802624,12,0.0167294382211634,0.0016027747252615,0.0016409993432691,0.2435989930098002,0.0304280885796224,0.0298942031777014,1.4475627792062569,0.0504268343987976,0.0503611650016713,0.0017118440866541,2.3123996758347195e-06,2.279231654204929e-06,3.0,0.0003235687318261,5.899483642953446e-06,0.0983474049188602,2.8440951880830985e-05,353.4386841578653
179445102,80.2651539715942,-68.0483517949132,0.170966775938505,1.63039,0.244626,11.1931,,YSG,SK -68   71,A0Ia,SG*,A0Ia,3.848,4.381,N,LMC,11.764,11.753,12.389,9.572,,,4658734022222988416,12,0.0374426377952373,0.0037547373732632,0.0037729052273544,0.3621239787600974,0.0381214549210511,0.0375658767309433,1.6932648052166133,0.0529792961862061,0.0559092358468746,0.001631330154459,2.126728755452549e-06,2.072904445694869e-06,5.0,0.0001572703897371,1.9393112721144663e-05,3.1869834990845147,0.0001923522455381,353.4386606202006
31106686,76.4812996782763,-67.8863697066475,0.131393284143352,1.62485,0.00777875,8.9469,,YSG,HD  33579,B,SG*,A2Ia+,3.854,5.716,N,LMC,8.349,8.29,8.087,7.947,,,4661472149794844288,12,0.0216428690970848,0.0015034698792371,0.0015123064250037,0.1214964662118264,0.0097712764252606,0.0101238115674159,1.623358890020993,0.0444212015207194,0.0438016807425898,0.0018841169880682,2.6417040893647777e-06,2.607859858549987e-06,18.0,0.0001545446626867,2.749297977291823e-06,0.1772293667175681,2.775009910848364e-05,353.4386321109032
404850840,85.1428337751613,-69.5568404266786,0.135817112648726,1.82308,0.7238,11.467,,YSG,CPD-69   490,B7I,Star,B7I,3.854,4.712,N,LMC,10.949,10.943,11.136,7.58,,,4657646154224259584,11,0.0371605510078524,0.0033032359880332,0.003397386333284,0.2798396572606551,0.0254991701561353,0.028526152760727,1.6745566916408432,0.0487427324680582,0.0485931042013898,0.001726275685467,2.3047670051632232e-06,2.479083622335077e-06,15.0,0.0011833608989476,1.3304632575673304e-05,0.1862258392541153,1.890598887259854e-05,327.8664868194087
