,RA,Dec,dist,pmRA,pmDec,Tmag,ContRatio,SpT,CommonName,MKType,SimbadOType,SimbadSpT,teff,lum,SpecSource,Gal,w1mag,w2mag,w3mag,w4mag,RA_tic,Dec_tic,source_id,n_sectors,alpha,alpha_err_lo,alpha_err_hi,tau,tau_err_lo,tau_err_hi,gamma,gamma_err_lo,gamma_err_hi,alphaw,alphaw_err_lo,alphaw_err_hi,n_peaks,highest_amp,highest_amp_error,f0,f0_error,lc_length
287400445,82.50946499305141,-67.0458544298004,0.141395161986728,1.59102,0.319944,9.8284,,YSG,[W60] D17,K5 I,Star,K5I,3.637,5.298,N,LMC,7.751,7.792,7.087,6.013,,,4660207333470081408,11,0.0100626557843717,0.0010755473489657,0.0011100616726774,0.2314181526667795,0.0336229805994796,0.03474795089672,1.5099896143568772,0.0806161236264848,0.0802239738832306,0.0018752133351321,2.5168245108423467e-06,2.6111714398918164e-06,1.0,0.0001616552260955,3.917007380375473e-06,0.3311137034479804,4.11970498025535e-05,324.2718719584436
231743198,78.0723527042669,-67.2984582916733,0.098369303395349,1.52612,0.116848,10.9625,,YSG,SP77  37-19,,Star,K5-M3,3.638,4.859,N,LMC,8.925,9.091,8.763,8.546,,,4661833717300633856,12,0.0064058668753122,0.0016277517016336,0.0020244644849757,0.4404465004577335,0.1069969035054344,0.1291211516516359,1.6746683827569415,0.1847014687492636,0.1945152778625583,0.0016782758730644,1.2736792874610972e-05,1.2057930167824056e-05,1.0,5.66289692347854e-05,6.131936104927383e-06,0.7600077335797117,0.0001689101284108,353.4386394919111
30855727,76.056512,-66.43293100000001,0.0544140909009302,6.9,-1.6,11.689,,YSG,HD  33294,,Star,,3.638,4.356,N,LMC,,,,,,,4662023005117013760,13,0.055725236107169,0.0048510091916927,0.0049710659473527,0.2470256973226384,0.0230827235259294,0.023613465376246,1.6160972697982432,0.0443161375057703,0.0436480623364547,0.0028650266110001,3.712406201883661e-06,3.6827428969554016e-06,3.0,0.0004664845400794,4.338097335832509e-05,3.723610647521391,0.0001450637133622,353.4386187466544
30322273,74.2059766903833,-69.8087528906356,0.167795841930862,1.86113,-0.158191,10.7841,,YSG,RM 1-77,,Star,M:,3.645,4.927,N,LMC,8.779,8.959,8.668,8.123,,,4655159746116981504,12,0.011466107912627,0.0015937865972511,0.0016465872268116,0.4839166090553178,0.0866531731726891,0.0909206352188764,1.5316692897024926,0.094107788284699,0.0981564597289434,0.001669720746804,2.172961341350213e-06,2.108599197036837e-06,0.0,,,,,353.438631679177
181878924,14.487013463105,-73.56215193995541,0.149765604722826,0.431878,-1.06324,11.5522,,YSG,[M2002] SMC  41799,G1Ia-Iab,YellowSG*,G1Ia-Iab,3.647,4.749,N,SMC,9.725,9.709,9.467,8.627,,,4685697380231799296,1,0.0408204788907814,0.014413595323969,0.0164473055693852,0.4150453729096721,0.1644258241150955,0.1853548797735651,1.7583962552544803,0.3443279820670424,0.3893337654912301,0.0060095010245635,2.695020630877603e-05,2.764027869088092e-05,0.0,,,,,23.853993068230466
30189775,73.6535170498711,-69.33949428585011,0.108955548875201,1.89072,-0.0410161999999999,9.4907,,YSG,SP77  31-16,,Star,,3.65,5.478,N,LMC,7.255,7.299,6.765,5.525,,,4655456756015488000,13,0.0131164775772797,0.0011573731142292,0.0012014908827966,0.1973941890362334,0.0214280611570377,0.0224593994990612,1.6098786508968268,0.066511011889472,0.0640702301326587,0.0017291123182591,2.239353731533448e-06,2.1687509152591017e-06,1.0,8.762873542526083e-05,3.239108697851358e-06,1.301502149507633,5.766014425565609e-05,353.4386241738521
40603917,77.9669973610032,-67.1660394335256,0.176015860894887,1.55205,0.179161,11.7357,,YSG,SK -67   57,B2III,Star,B2III,3.656,4.519,N,LMC,9.91,10.055,10.006,9.338,,,4661839214858712064,22,0.0172517550540641,0.0008291596505761,0.0008149770105147,0.2279497125212453,0.0103317673421483,0.01035694807021,2.2662861135284422,0.0595827734918592,0.0608857264869873,0.0012092757153349,1.177858685617178e-06,1.2197955345176047e-06,2.0,0.0006349087816513,7.811387408430924e-06,0.1931962624637124,6.552098322772663e-06,1035.25465514237
276793048,83.2918269129867,-67.7332423371234,0.0869218546137867,1.4699,0.455551,11.3497,,YSG,[BE74] 356,,Em*,,3.658,4.749,N,LMC,9.285,9.156,8.69,6.908,,,4660117306608575488,12,0.0083291453058872,0.0008196856840365,0.0008891045108419,0.2240119052565434,0.0292828283229806,0.0294341097881342,1.707596199363764,0.1001303260830197,0.1047010841581121,0.0016928240546686,2.147420732624824e-06,2.2102312149910493e-06,6.0,0.0001653621673743,7.349114531657623e-06,1.6583592695463685,6.932590319841766e-05,353.4386812067369
267547804,10.4310350253922,-73.7233019400113,0.0376611413180439,0.629674,-1.12828,11.0843,,YSG,V* BZ Tuc,G0Iab,YellowSG*,G0Iab,3.663,4.976,N,SMC,9.528,9.566,9.615,8.8,,,4685821487608191104,2,0.0517130482126007,0.0053405454234005,0.0053291914265428,0.0443559319828783,0.0045020037354784,0.0046762844963451,2.080769962838056,0.1103790397318995,0.1093803604892329,0.0045666038807605,1.5828006700227895e-05,1.6162828185865494e-05,8.0,0.0016867708726608,2.7347552920978298e-05,0.1830875575032024,0.0001808481244942,49.4264164309634
277101162,84.0047633752052,-66.8449301036326,0.0549893701261804,1.46228,0.8207459999999999,11.6307,,YSG,UCAC2   2515786,,Star,K4III,3.665,4.584,N,LMC,9.906,10.026,9.804,9.265,,,4660251348288638848,11,0.0337614895010361,0.0024087161476636,0.0023681967551006,0.1409484076508388,0.0109717066204538,0.0113698443475658,1.6404958758462411,0.0378347215794527,0.038701815702411,0.0018277802341964,2.59812046129646e-06,2.782799942079592e-06,0.0,,,,,324.27191216410483
181446366,13.979493018010302,-72.6751592303166,0.0736106767998839,0.783269,-1.2815,10.9246,,YSG,[VA82] II-2,G6  Ia,YellowSG*,G1-G6Ia-Iab,3.665,4.999,N,SMC,9.183,9.16,8.94,8.713,,,4685985658488302592,1,0.0133616345407435,0.0026348636740733,0.0028286548627757,0.0585795571003733,0.010670167758063,0.0109555213517154,3.685635514061895,1.0435410789207742,1.1797048705670925,0.006088144180868,2.7891364231522053e-05,2.8615456048943465e-05,3.0,0.0010053896716816,2.501573818715486e-05,0.7207290408127652,0.0005750797505621,23.854020190206484
425058250,82.84077296571701,-70.95708574256,0.129760336320491,1.94402,0.610876,11.9986,,YSG,HD 269680,K5,deltaCep,K5,3.666,4.438,N,LMC,10.318,10.385,10.191,9.248,,,4651842008477556992,11,0.2664835401430653,0.0227262586101276,0.0218279860672197,0.2348102366114718,0.0191005206125486,0.018663820191604,1.5970472222251124,0.0244568382560019,0.0250722009301254,0.0044797370164985,6.746579572325211e-06,6.6843004468686296e-06,20.0,0.0378585760960123,0.000282290160328,0.0382841166892541,1.2538488869116742e-05,327.8664819560422
31013470,76.5368989690394,-71.2572553987598,0.137769295316528,2.11387,0.0378047,11.9885,,YSG,SV* HV  2338,,deltaCep,,3.677,4.348,N,LMC,10.468,10.572,10.326,8.902,,,4651641759909771392,11,3.4353831464039444,0.5205563912769802,0.5350028188065092,1.235779428294789,0.1692621102211307,0.1736986237874509,1.3349058390550017,0.0147089761981467,0.0150851730292491,0.0091086697798186,1.541411414290872e-05,1.441635959060529e-05,30.0,0.0003413023388714,0.000555141053903,35.43457916473467,0.0025372554837275,353.43588000013574
179435530,79.8771056266732,-68.6860340315677,0.1259387167235399,1.62505,0.343423,11.0486,,YSG,SV* HV  2447,G1Ia?,deltaCep,G1Ia?,3.678,4.703,N,LMC,9.399,9.435,9.475,8.711,,,4658325789850642048,12,0.0501685984314485,0.0029612578740744,0.0031032509526944,0.1067093276516313,0.0067937086730916,0.0068791926532371,1.8128405681096875,0.0398233737518065,0.0409676695829706,0.0026430001395834,3.620611818072519e-06,3.727027013451182e-06,20.0,0.0019988545175437,1.994700245163397e-05,0.0813626889206524,1.5566578116009318e-05,353.43866188802167
30526897,75.0315195821143,-68.4500179118402,0.166508351594673,1.78486,-0.0427505,11.1963,,YSG,SV* HV   883,G0Ia,deltaCep,F8/G0Ia,3.68,4.841,N,LMC,9.254,9.193,7.647,6.717,,,4661326189635227648,14,0.0921996247388287,0.0032565048154177,0.003163382645004,0.1206395724552043,0.0046394666793124,0.0044210809267695,1.4689633742400234,0.0106704312511509,0.0106934934217355,0.001650984546721,2.6767948210215664e-06,2.64932211157848e-06,2.0,0.0001815115278577,2.4190098425214448e-05,6.493195963859613,7.506606857776019e-05,978.814752730094
279958567,82.11633413965791,-69.2159485799427,0.11489241094371,1.69843,0.5550430000000001,9.9157,,YSG,SK -69  148,G2Ia,YellowSG*,G2Ia,3.684,5.27,N,LMC,8.128,7.893,7.039,6.03,,,4658056168985153152,12,0.0382459377359082,0.0027898545032005,0.0027694334045781,0.1661692482519115,0.0133222878695919,0.0134923272459709,1.6281820568881191,0.0374668190137164,0.0364094160521883,0.0017849303943844,2.4123858291973978e-06,2.506491894794854e-06,4.0,0.0003242182872558,5.983774794503654e-06,1.6006050793248294,2.878951905932756e-05,353.4386808719264
404850274,85.0506962218809,-69.6680146949321,0.0494748046107853,1.71767,0.691703,9.2671,,YSG,HD 269953,G0,YellowSG*,G0_0,3.692,5.437,N,LMC,7.271,6.638,4.063,1.214,,,4657639114815408896,23,0.010343159265046,0.0005627483812415,0.0005757337116184,0.2273371287551531,0.014827691109597,0.0151299112191292,1.7287711258280445,0.0477465802987746,0.0476368543517775,0.0012892885728973,1.277150680469236e-06,1.2579592075471092e-06,10.0,0.0001895527664337,1.9360151478429763e-06,1.5934130435232357,5.290243329179064e-06,1064.421725798085
277174595,84.10496607894841,-69.6920942264639,0.0403917579293464,1.6533799999999998,0.506041,11.0938,,YSG,MACHO  81.9124.8,,V*,K2III,3.694,4.775,N,LMC,9.465,9.363,8.905,6.997,,,4657277066293133056,12,0.0137127799261836,0.0016504752828784,0.0015586890891718,0.3857467460247036,0.0566034543184191,0.0573852374065675,1.5717343607303502,0.0824692587744133,0.081333602173905,0.0016566927102535,2.121496858534678e-06,2.1190927509220398e-06,1.0,9.860776602786908e-05,7.0341165916685545e-06,1.3697739659285904,0.000111274358571,353.4386972721095
425083216,83.1040199638242,-67.69822537527929,0.0295413004329299,1.41845,0.339418,7.7019,,YSG,HD 269723,K5,YellowSG*,G4_0,3.702,5.6,N,LMC,7.343,7.275,6.212,1.578,,,4658617199111762560,11,0.0088279642880796,0.000889521041251,0.0009137245274016,0.2004036020673982,0.0249133797209554,0.0258811353481693,1.808927634251667,0.1123449824160749,0.1212471343896324,0.002116938442301,2.700287643139787e-06,2.803341377940246e-06,4.0,3.148584736747899e-05,2.515668438813471e-06,2.3735969346193366,0.0001246334721038,353.4386796078161
40716446,78.4736285331073,-67.06345776119579,0.1647525974556629,1.60012,0.2731369999999999,11.584,,YSG,SV* HV  2369,F/G,deltaCep,F5?I?,3.705,4.58,N,LMC,10.389,10.44,9.87,8.473,,,4658929254268139904,11,3.193438066269281,0.4578279728027161,0.4749511064115528,1.0040604142416123,0.1280313504991115,0.1342385979235314,1.3197064959146243,0.0129005598643643,0.0132256740223586,0.0077591537183917,1.3876490141640288e-05,1.3158407741495176e-05,30.0,0.0003461455919742,0.0005706721933603,20.833488279595077,0.0028030655060747,324.26898616565563
404850155,85.08063629467291,-69.689626977234,0.0588359109824206,1.88856,0.6768489999999999,11.8368,,YSG,2MASS J05401935-6941226,,Star,,3.706,4.524,N,LMC,10.276,10.257,10.851,7.177,,,4657639011736237568,11,0.0021156804389754,0.0006114075074194,0.0007694861780278,0.2020937717302092,0.0587498407560152,0.075951988275226,2.0964393355419166,0.3317256009364648,0.3671599805262993,0.0016925780802759,1.30519330591365e-05,1.2937850257658524e-05,2.0,0.0001109945479845,9.744502788073408e-06,0.6516392856457756,0.0001476290284778,327.86648915635897
179437523,80.0090824756515,-68.06339429062,0.0582268381244663,1.58226,0.211451,11.0744,,YSG,HD 269374,M0,Star,M0,3.711,4.761,N,LMC,9.716,9.601,9.605,9.926,,,4658745498377157248,12,0.0194722694385596,0.0020309770577402,0.0020226381708857,0.3014355201173647,0.0376739601730358,0.0394465745537321,1.5155337996016829,0.0574986156588246,0.0571416492711707,0.0017714086574886,2.3483387537324204e-06,2.335027362114972e-06,0.0,,,,,353.43865884876686
404934011,85.2417038637552,-69.2315800000532,0.1013845877771619,1.7365400000000002,0.611039,10.0579,,YSG,2MASS J05405799-6913537,,Star,,3.712,4.79,N,LMC,9.599,9.558,9.397,9.536,,,4657633857768776192,10,0.0030058186825068,0.0006443824265937,0.0008394673639826,0.1386695033852273,0.0283511335024216,0.0360484547116674,2.526590694965932,0.3446719336257953,0.353113095403271,0.0018068199447655,1.420693328216217e-05,1.4466394817324755e-05,4.0,0.00011061942103,8.291451794750004e-06,1.7045355805275826,0.0001260413178977,327.8664800791944
389564663,86.2107350763587,-67.4945887127146,0.0282476133827489,1.4598799999999998,0.7881090000000001,11.0319,,YSG,HD 270100,G5,deltaCep,G2:Ia,3.717,4.783,N,LMC,9.709,9.697,9.672,9.322,,,4659422866270932352,10,0.0420173482551361,0.001815901977438,0.0019566098950184,0.0562573940435321,0.0025397928655516,0.002548759502618,2.0055246163605727,0.0403762386321016,0.0405350181165999,0.0026491881130481,4.201882654075815e-06,4.101019480494319e-06,17.0,0.0015579197799996,1.9475844192692804e-05,0.0791827385135617,1.950074773607469e-05,353.43592443992407
179583146,80.6904010434336,-69.8476853275211,0.0745410076902913,1.88167,0.4380439999999999,11.1263,,YSG,2MASS J05224569-6950516,,Candidate_YSO,,3.718,4.812,N,LMC,9.649,9.615,7.518,5.017,,,4657972816653308800,12,0.0016638718119455,0.0005663374537526,0.0007646459319296,0.2637695109377385,0.0847978424066115,0.106478360827023,2.1666993472756384,0.3768817266121376,0.4005852007717156,0.0016435439708595,1.1863871627871636e-05,1.195514336573304e-05,1.0,0.0001433451215114,7.907797921761522e-06,0.595077866808009,8.605365677535589e-05,353.438674842806
277103906,84.1966534632497,-66.7627794701853,0.1135343045000989,1.51579,0.606941,10.0241,,YSG,HD 269879,K0,YellowSG*,G2Ia,3.733,5.207,N,LMC,8.767,8.65,8.551,8.076,,,4660276052906311296,10,0.0149862590111207,0.0013768498497736,0.0014166906634597,0.1912692591385708,0.0232769185348517,0.0235577199795508,1.5136639047237817,0.0609152695545422,0.061086015784032,0.0019728954934599,2.979698823007016e-06,2.8801647379379444e-06,0.0,,,,,324.27191740051694
30267198,74.16670545257341,-69.6989877183235,0.163144594877515,1.88247,-0.1319,11.1169,,YSG,HD 268828,K5,Star,K5,3.742,4.804,N,LMC,9.869,9.851,9.749,9.175,,,4655166583704915200,12,0.00282388039352,0.0005287573755848,0.0006444708632182,0.1110276893522859,0.0182049250442278,0.0235734974879437,2.9063717869383323,0.3406571102855618,0.3626118069485691,0.0016402040718942,1.2584251016149002e-05,1.2704941503703876e-05,10.0,0.000148950220255,6.935321964961122e-06,1.346049437938865,7.26310322822023e-05,353.4386305204953
31017334,76.4921891850801,-70.5348947657862,0.0312294243119077,1.96147,-0.0115807,10.2617,,YSG,HD 269070,K5,Star,K5,3.742,5.137,N,LMC,9.003,8.978,8.872,9.05,,,4652065896529482112,12,0.0070019925336168,0.0012120501972229,0.0014449574442793,0.1438421627294328,0.0245981711565671,0.0284999286236699,2.07082043374435,0.1781637784939029,0.1923378270511806,0.0017154221720902,1.3230036033865054e-05,1.318784624783462e-05,8.0,0.000291998567455,4.651628938326221e-06,0.9123752028342796,2.4849694577546343e-05,353.4386520687676
31183609,76.8166156257229,-68.8834852569075,0.109626331553015,1.67115,0.0841921,11.4387,,YSG,V* TT Dor,,deltaCep,,3.745,4.711,N,LMC,10.144,10.151,10.12,9.294,,,4661266399338865408,13,0.0350501518442526,0.0022352840712004,0.0022317970177418,0.1231059620076024,0.008140434499969,0.0077812967224698,1.84147139905793,0.0429603222588539,0.0432624134941643,0.0016863773096783,2.3077112789680197e-06,2.283528903768497e-06,15.0,0.0015802891055126,1.7337137759642554e-05,0.0964234234121882,1.7113450339125125e-05,353.4386418813501
