TIC,n_peaks,highest_amp,highest_amp_error,f0,f0_error,lc_length
276793048.0,6.0,0.00016536216737430675,7.349114531657623e-06,1.6583592695463685,6.932590319841766e-05,353.4386812067369
267547804.0,8.0,0.0016867708726608331,2.7347552920978298e-05,0.18308755750320246,0.0001808481244942618,49.4264164309634
277101162.0,0.0,,,,,324.27191216410483
181446366.0,3.0,0.0010053896716816398,2.501573818715486e-05,0.7207290408127652,0.0005750797505621022,23.854020190206484
425058250.0,20.0,0.03785857609601236,0.0002822901603280361,0.038284116689254126,1.2538488869116742e-05,327.8664819560422
31013470.0,30.0,0.00034130233887141984,0.0005551410539030649,35.43457916473467,0.002537255483727516,353.43588000013574
179435530.0,20.0,0.001998854517543751,1.9947002451633972e-05,0.0813626889206524,1.5566578116009318e-05,353.43866188802167
30526897.0,2.0,0.00018151152785770392,2.4190098425214448e-05,6.493195963859613,7.506606857776019e-05,978.8147527300941
279958567.0,4.0,0.00032421828725584805,5.983774794503654e-06,1.6006050793248294,2.8789519059327558e-05,353.4386808719264
404850274.0,10.0,0.00018955276643375699,1.9360151478429763e-06,1.5934130435232357,5.290243329179064e-06,1064.421725798085
277174595.0,1.0,9.860776602786907e-05,7.0341165916685545e-06,1.3697739659285904,0.00011127435857109899,353.4386972721095
425083216.0,4.0,3.148584736747899e-05,2.515668438813471e-06,2.3735969346193366,0.00012463347210385378,353.4386796078161
40716446.0,30.0,0.00034614559197425305,0.0005706721933603671,20.833488279595073,0.002803065506074792,324.26898616565563
404850155.0,2.0,0.00011099454798452832,9.744502788073408e-06,0.6516392856457756,0.00014762902847780394,327.86648915635897
179437523.0,0.0,,,,,353.43865884876686
404934011.0,4.0,0.00011061942103001758,8.291451794750004e-06,1.7045355805275826,0.0001260413178977825,327.8664800791944
389564663.0,17.0,0.0015579197799996199,1.9475844192692804e-05,0.07918273851356175,1.9500747736074694e-05,353.43592443992407
179583146.0,1.0,0.00014334512151146147,7.907797921761522e-06,0.595077866808009,8.605365677535589e-05,353.438674842806
277103906.0,0.0,,,,,324.27191740051694
30267198.0,10.0,0.0001489502202550499,6.935321964961122e-06,1.346049437938865,7.26310322822023e-05,353.4386305204953
31017334.0,8.0,0.0002919985674550607,4.651628938326221e-06,0.9123752028342796,2.4849694577546346e-05,353.4386520687676
31183609.0,15.0,0.0015802891055126333,1.7337137759642554e-05,0.09642342341218826,1.7113450339125125e-05,353.4386418813501
181042381.0,0.0,,,,,49.4264718204422
30527145.0,0.0,,,,,353.438626116038
40404470.0,5.0,0.0001936194733078547,2.8716650557793893e-06,0.5529451169089454,7.682133095537994e-06,1064.421593953182
30031510.0,0.0,,,,,353.4386205731553
391745696.0,1.0,0.0002200382545127542,1.2308533491404912e-05,1.3924024761005618,9.510636632391122e-05,324.2718774642626
180618091.0,7.0,0.0033895760610325757,7.823485044924709e-05,0.23894457493142182,0.0002574576093571939,49.42650422720817
183495106.0,0.0,,,,,49.26677972431139
181043309.0,30.0,0.0002814547960050636,0.0007526472600808063,29.893370587147572,0.029828652998675882,49.42650979162772
404965397.0,1.0,0.0001907568625359708,6.306629743201547e-06,0.3695447213219257,5.559438064504585e-05,327.8664831639385
40345470.0,1.0,0.00034733018535083854,1.2031377729147335e-05,0.5051781336073836,5.403430300247607e-05,353.438645857952
181446812.0,1.0,0.00293675314482666,3.767519887328944e-05,0.446828168835906,0.00014309964162706565,49.426552502313825
31181424.0,4.0,0.0009891868604971548,1.312940577156517e-05,0.06864286433819039,2.0704438726698986e-05,353.4386377159226
389365864.0,0.0,,,,,353.4387015133525
179639601.0,0.0,,,,,324.27181966904664
30266478.0,0.0,,,,,353.4386308875528
29984014.0,9.0,0.0002166532700141325,6.04534981739398e-06,2.765244281769283,1.445284343703354e-05,1064.421516174243
277105522.0,2.0,0.0005295363546640718,1.0808709880767186e-05,0.36970033377009326,3.184012380021377e-05,353.438687325337
179309868.0,1.0,0.00024328706397889138,6.504482703630933e-06,0.8566503688028787,4.170522220892868e-05,353.43866737127064
277171889.0,6.0,0.00034651428698349385,7.0107811602924e-06,1.336802116434065,3.1560358299801635e-05,353.43869503431597
279957640.0,7.0,0.001238725351271631,9.602484417448231e-06,0.6841606488900072,1.2092198387745309e-05,353.43867974910063
404769646.0,2.0,0.00019887529667678125,1.2893082316753525e-05,1.7485470453793188,0.00010112826785595894,353.43869986962636
277108449.0,13.0,0.00021834382757764855,3.491067390057527e-06,2.2696135363578933,9.264118465901985e-06,951.5332479110211
181446808.0,2.0,0.003019340120839957,3.598699441859448e-05,0.27310376150944116,0.00013294866521667366,49.426551626637774
277300045.0,2.0,0.00010271442756148716,3.7011000629065692e-06,2.9034189230232172,1.9182923497230646e-05,1035.6078566950564
425083794.0,1.0,5.24908545956295e-05,3.4301268507369705e-06,1.414072881102238,0.00010193497471791835,353.4386769072498
181880034.0,0.0,,,,,23.854036480202467
391812839.0,1.0,5.342803541342211e-05,1.3314294344714218e-05,6.9336296265659465,0.0003887278190228522,353.43868414244025
373846742.0,1.0,0.0001238447637270212,1.002137526241696e-05,1.0528511514225338,0.00012622529037103748,353.43866035815563
179206253.0,2.0,3.310362712522882e-05,3.5523908562420676e-06,2.252029557531262,5.712945003371708e-05,1035.6091368159227
404852217.0,1.0,0.00010898313331953237,9.422785778967246e-06,1.389458920816194,0.00013487041035692004,353.4387020626582
279957197.0,1.0,0.00013791264289366521,7.178082176916189e-06,1.20163913701177,8.118971625021356e-05,353.4386794419097
277108350.0,2.0,7.880273154195468e-05,4.807223739875049e-06,1.3097160040060765,9.515896846226691e-05,353.43869346203974
30931197.0,7.0,6.347095691723573e-05,1.1529013293090008e-05,5.5353885996209415,0.0003088295142757795,324.27170139222926
389368279.0,1.0,4.234791592372375e-05,4.794165770795887e-06,1.8951696402105354,0.00017659469863473873,353.43869694715795
404934120.0,1.0,4.967828938155736e-05,5.556846434956188e-06,1.704170647041792,0.00018809424056060172,327.86648078763983
391815407.0,25.0,6.464703993518283e-05,1.8465220817551497e-05,4.784070913506675,0.00044555624093807326,353.4386867323028
404851968.0,1.0,0.0013788910055837396,1.7211034605200373e-05,0.19115118922892854,2.0988953085379224e-05,327.8664791304386
182730122.0,0.0,,,,,23.854050043518782
276934352.0,0.0,,,,,353.4386920326342
276865044.0,3.0,0.000954454606500791,1.686982553521204e-05,0.622707151037086,2.757096630637745e-05,353.43868282638687
277021897.0,1.0,0.00023017645843624192,8.609872201784783e-06,0.24570327789787116,5.834887123386011e-05,353.43869685234495
277101323.0,1.0,0.00014402007179687305,9.138405977314596e-06,0.2001495669632278,0.00010788196579333897,324.2719087867945
180609896.0,2.0,0.00043479111033822084,3.470571401091391e-05,1.4172190094803998,0.0008903718558849012,49.42647728544307
276667896.0,1.0,0.0002545854820124408,1.0690330088134414e-05,0.2316033897096682,7.06108132479525e-05,327.8664833442949
279957325.0,20.0,0.000267670878662986,7.484689984030214e-06,2.6890598571950193,4.361836393835021e-05,353.4386786441155
404768745.0,10.0,0.0034216144827719916,2.6663671275430707e-05,0.724805706630299,4.036322910601524e-06,1064.421706898203
391813303.0,3.0,0.0003235687318261106,5.899483642953446e-06,0.09834740491886021,2.8440951880830982e-05,353.4386841578653
179445102.0,5.0,0.00015727038973719685,1.9393112721144663e-05,3.1869834990845147,0.0001923522455381645,353.4386606202006
31106686.0,18.0,0.00015454466268679406,2.749297977291823e-06,0.1772293667175681,2.7750099108483637e-05,353.4386321109032
404850840.0,15.0,0.0011833608989476427,1.3304632575673305e-05,0.18622583925411537,1.890598887259854e-05,327.8664868194087
404851936.0,4.0,0.000686170941213682,2.946653085281752e-05,2.2737848194290957,7.221217437074012e-05,327.8664806903166
277172433.0,1.0,0.0012761516017590708,1.473253940834541e-05,0.17260180282679233,8.058080240562253e-06,789.8679799451731
279957416.0,15.0,0.00041457459580635344,1.551263091419616e-05,2.689031501041049,5.83690824676629e-05,353.43590102311305
277025859.0,4.0,0.0034138622039439188,2.6655052892773726e-05,0.22903641040707007,4.156697355412785e-06,1035.609225882375
40716826.0,1.0,0.00016889462269213828,7.134723949035394e-06,0.7405571821972765,7.182290538444243e-05,324.2717663310823
276869095.0,4.0,0.001449338920080524,1.6770507242260622e-05,0.2014069671825655,1.8049821413455103e-05,353.43869020805687
727599699.0,4.0,0.0001575287937439787,4.345574561126351e-05,4.935382602912864,0.0004303124528246062,353.43869810153956
276865125.0,17.0,0.00016622016321568396,3.286422814552589e-05,3.851745697060022,0.0003084156506945803,353.4386817141549
373679564.0,6.0,0.00025764456798374995,1.4728752196968886e-05,1.726987980839201,8.917469793839451e-05,353.4386768683453
179376451.0,2.0,0.00312978243339152,2.0708945374396424e-05,0.19429886932836765,3.5225624499942795e-06,1035.6091699150688
40515236.0,2.0,0.00010297726785152651,1.0406825844518962e-05,2.773177251763136,0.00015764261757957054,353.43864931537064
373522149.0,2.0,0.00021204323329735553,1.8152038466904106e-05,1.0790885529202296,0.00013353578689075156,353.4386747312801
404934352.0,2.0,0.00020777014216621413,1.1432954105759492e-05,2.619434018522135,9.253138288698797e-05,327.8664852908755
277025094.0,2.0,0.0005864776610294022,1.2534987419630609e-05,0.21280077908835746,3.334026828767767e-05,353.4386928751028
40518041.0,30.0,0.024359920109184474,0.00012777744535142296,0.05363998199641409,2.7169110895506714e-06,1064.4215770819535
277172664.0,5.0,0.000381057216598776,1.3841080041366891e-05,2.0376289097368177,5.6659983909877164e-05,353.43869669797823
404851207.0,6.0,0.007240893945699832,2.9297695485509347e-05,0.978497384682719,6.803854326608346e-06,327.8664830848634
181454398.0,5.0,0.0013496833631798737,3.135888033108644e-05,0.5077706147352675,0.0002591667264804542,49.42653487773259
425081475.0,0.0,,,,,1035.6091669365537
30113151.0,0.0,,,,,324.2716410270141
276787778.0,1.0,0.00012365842338063287,1.0043313184833927e-05,1.664250872082636,0.00012669222600346665,353.4386897084314
277024372.0,2.0,0.0004904370178271076,9.795600218082335e-06,2.7040561721786327,3.115619897045911e-05,353.4386951948818
404933915.0,2.0,0.00021078901269437777,1.4034168010979813e-05,1.4598497373761836,0.0001119573040184062,327.86648482687315
231743190.0,1.0,7.666582419657234e-05,9.2909510599745e-06,1.3370152626030212,0.00018904060093236875,353.43864129620306
276864037.0,21.0,0.000699431026075973,7.571365827790938e-06,0.10181508182179347,1.840478609601386e-05,324.2719010643659
179203855.0,25.0,0.002711299716068108,2.2131822837240786e-05,0.11215746119415437,1.2733164542418537e-05,353.43866647484356
276793444.0,3.0,0.000845337676264518,1.6235244778941504e-05,0.3768613130528415,2.9958860685923333e-05,353.4386798885953
180616968.0,3.0,0.0015161013753764857,5.020078364760617e-05,1.3171738345286539,0.0003693460355548329,49.426466949159476
277109064.0,4.0,0.003332356892800617,3.162194349094799e-05,0.22514175545546738,1.4802453690219855e-05,353.4386942194087
179639033.0,0.0,,,,,324.271823873597
389749856.0,4.0,0.002237631342027314,2.0605481580342983e-05,0.2638621380028944,4.7697019146918694e-06,1064.421771284054
391814255.0,3.0,0.0008782503956203912,1.0331184908923102e-05,0.07447369641833479,1.83496782147287e-05,353.43868483904043
181050536.0,13.0,0.0032702315656216395,4.8859352783744946e-05,0.17676666720818235,0.00016665573829684866,49.426480441695276
181042742.0,0.0,,,,,49.426487675976205
183117215.0,1.0,0.0006914732279489947,2.2069256819188893e-05,0.36029580974922126,0.0007222647720328843,24.36276972199289
30112388.0,1.0,7.616714666633576e-05,1.1481172055629322e-05,3.392164284261312,0.0002562833145495542,324.27163492772434
31015738.0,23.0,0.0025140749912305436,1.9245470829203617e-05,0.07023309931218402,1.1941173929502556e-05,353.4386526504659
279956577.0,1.0,0.0005509681620139046,6.374319845754974e-06,0.10533786861592107,1.8046958800598327e-05,353.43867915881674
277100703.0,4.0,0.00016794809477613725,6.735376113248973e-06,2.0544513487975182,6.818489910653073e-05,324.27190529606287
180792166.0,0.0,,,,,49.42645497770627
404852071.0,13.0,0.003243235061910895,2.4864073491244802e-05,0.1860082834478021,3.970917651594608e-06,1064.4217206124808
287403631.0,6.0,0.0016752930722505118,1.4121650639506547e-05,0.0811927413967206,1.31489583804074e-05,353.4386783107602
294872353.0,14.0,0.0030998612067291115,2.267165118545609e-05,0.1994834439189892,3.8949739803893176e-06,1035.2544258143505
181042827.0,1.0,0.0004352649423583576,7.617570520979011e-05,3.4754123496001195,0.0019521524710222201,49.4264949966373
181879931.0,0.0,,,,,23.85403277353862
391810734.0,6.0,0.0019554999819260638,3.1452098814989824e-05,0.5173182454398022,8.330852290251793e-06,1064.4202680578214
179204591.0,2.0,0.002448552358031095,1.608151731551708e-05,0.17940062365691858,1.0245055692509274e-05,353.4386654554528
30722560.0,7.0,0.0030025821838476135,2.8492307116349236e-05,0.18036001445143368,1.480230870872155e-05,353.43862655274097
404933493.0,7.0,8.27585024236595e-05,1.7322412919177283e-05,4.1132506694415065,0.00010841585290220571,1064.421719002777
277099961.0,0.0,,,,,353.4386847562255
277298575.0,2.0,0.0017242219007383083,2.023104457865803e-05,0.2282522297860495,1.830298004939581e-05,353.43869767057004
277172038.0,12.0,0.0016477435037263548,3.75311001427819e-05,0.821396306204356,3.553025686786195e-05,353.43869445133714
40717315.0,1.0,0.0003160527750910203,1.0430274609847038e-05,1.0328124811051305,5.147932661160807e-05,353.4386437839694
182730111.0,1.0,0.00019161428056560598,2.473346737217317e-05,3.160460263719114,0.0029833608501499305,23.85404859275104
425084965.0,1.0,0.0016428023412879134,1.6978156994090233e-05,0.18582492634254955,1.7571413038880508e-05,324.27188723273775
287400952.0,7.0,0.0007022364295847826,1.2683084499856196e-05,0.6801039036738851,2.8173332300278287e-05,353.4386725790009
182730312.0,0.0,,,,,49.426586914772315
40516899.0,3.0,0.0017330633686989225,2.9622670653294484e-05,0.6207239748745069,2.6662844897098546e-05,353.4386467106069
31109182.0,8.0,0.0004508961294068888,5.9051479136049984e-06,0.16845847540784012,2.2266705996246148e-05,324.2717034437874
391746270.0,5.0,0.00017124782274938207,1.3675173938475906e-05,1.9211083312153148,0.00012456742435575926,353.4386749067471
277300709.0,0.0,,,,,353.4386958376981
276863889.0,4.0,0.00033681381233639947,8.481864273650176e-06,1.1478458841937806,4.281568146667402e-05,324.2719023894306
404965983.0,1.0,0.0006507239641007176,3.5227719449174884e-05,1.4080769944422795,9.10335445496964e-05,327.8664888976259
30275228.0,2.0,0.0008755928415131305,1.109037032544805e-05,1.6475897717996995,2.1535037094796855e-05,324.27164624534544
287400996.0,0.0,,,,,353.43867286769637
179637509.0,6.0,0.0018739850074049509,1.8961779196873494e-05,0.2614260923745882,1.5783731123493783e-05,353.4386613222432
276793626.0,12.0,0.0005386662167394065,3.484395216181219e-05,2.8861435262621615,0.00010090306244524405,353.43868042247595
30848631.0,0.0,,,,,353.438632460382
276863576.0,3.0,0.00011385812254734354,2.4413377587164756e-05,4.11409176179843,0.0003645568732438301,324.27189821782576
391746008.0,1.0,0.00011090219458153219,2.1879224789651254e-05,4.501565066167123,0.0003354233210115757,324.2718805405957
389363675.0,0.0,,,,,1064.4217258200583
179208856.0,27.0,0.002501467562083684,4.217255770846868e-05,0.28034973978220856,2.629854762431999e-05,353.4386630494391
181446250.0,16.0,0.00028757756226009565,4.2852064830091113e-05,3.4422115398227753,0.0016621393614460402,49.42652475984414
394214422.0,5.0,0.006083009898700181,7.03151577589842e-05,0.1782215615553503,0.0001289382618806853,49.42644505958651
276864600.0,4.0,0.0032083047060114346,1.9799416445574475e-05,0.1738208458701674,3.196493586626023e-06,1064.4216497655614
389364321.0,0.0,,,,,327.8664808928211
276936320.0,7.0,0.19045319463012933,0.0003451730607761308,0.16363862868947915,9.387419630204358e-07,1064.4203147634846
277172728.0,5.0,0.0008446952703647955,3.3811120027351155e-05,2.037568338781606,6.243903070006615e-05,353.4386967622686
276864697.0,25.0,0.00011580178168067278,1.787577435880041e-05,2.938252551655225,0.00024079435304258398,353.43868237356764
404967301.0,6.0,0.00014279297398334028,1.6091065281178018e-05,2.7940573944693954,5.83680223974467e-05,1064.4217339244274
276869010.0,9.0,0.00011950580177604175,1.4608578945234746e-05,3.2968027456153024,0.00019068461228479716,353.4386896709166
179586885.0,1.0,0.0018290659256449723,1.926748012840646e-05,0.20398664522122392,1.6432068994891226e-05,353.4386709702212
277022505.0,1.0,0.0028663371572254957,2.6043622065550385e-05,0.18017185583366407,4.706214419663891e-06,1064.4203165164083
30759304.0,0.0,,,,,353.4386458937206
276860194.0,2.0,0.002455203385284817,1.8068112187642413e-05,0.18906924051091606,1.2512000529718464e-05,324.27189148827074
279951435.0,9.0,0.00020483230391482872,2.3300047190770294e-05,4.296003018126004,0.00019340149986884936,324.271863693436
391809072.0,11.0,0.00027282341393928584,2.1382699415074762e-05,3.2643775139597446,0.00012225808150670593,353.4386746804212
179304909.0,6.0,0.0006321967792235083,1.9334091197574826e-05,1.8831582212149869,4.770547034943567e-05,353.4386635926621
30113318.0,4.0,0.0017038536769688676,1.888920726871259e-05,0.27930737185973203,1.7293313084069343e-05,353.4386069268494
40343782.0,12.0,0.001103461181509127,1.963091996821267e-05,1.611543378126068,9.21468893055262e-06,1064.4215743218917
373765872.0,9.0,0.0037728290974005114,3.3217194981536644e-05,0.20165298911133078,1.4805101990879253e-05,327.86508784377247
40515514.0,4.0,0.0003811281105924449,3.755777204437441e-05,6.152983808375617,5.104179298888368e-05,1064.4215844302632
40796053.0,2.0,0.001333387374875784,2.2043645698198403e-05,0.2599940626711268,2.5788363901275664e-05,353.4386568614118
30317301.0,20.0,0.020637378958037186,4.006574737786907e-05,0.7155666659324628,1.005578133742556e-06,1064.421511636461
373521839.0,0.0,,,,,353.43867575788863
276864021.0,2.0,0.00011077279078390269,2.167135358194235e-05,3.848676139361062,0.0003326246116874882,324.2718988855768
276936458.0,2.0,0.00135158706906735,1.4678553548657453e-05,2.1701999090043302,5.62517796345418e-06,1064.421703728301
182730317.0,5.0,0.004195585789086358,6.503903520782794e-05,0.07686370835658489,0.0003582861673894178,23.854053988135547
180792170.0,1.0,0.00022583531530380753,3.996603327687103e-05,4.052712685192299,0.001974015119572999,49.426455738829645
182905190.0,6.0,0.0024837432696933697,4.7176810163174344e-05,0.18914232633083863,0.0002118712895835558,49.42657467253707
180609595.0,1.0,0.0025776783750436107,3.232480882832381e-05,0.18198872166021415,0.00013988092008045504,49.42646053025146
180609829.0,0.0,,,,,49.42647473850866
