4.132986973894803668e+02,1.423687000000000000e+07,5.553255004882812500e+02
4.133027840195136378e+02,1.423753100000000000e+07,5.553223876953125000e+02
4.133041463295303402e+02,1.423763500000000000e+07,5.553192749023437500e+02
4.133061897446605144e+02,1.423795700000000000e+07,5.553107299804687500e+02
4.133082330597972032e+02,1.423888200000000000e+07,5.553049316406250000e+02
4.133095953698066296e+02,1.423984100000000000e+07,5.553176269531250000e+02
4.133109575798152946e+02,1.423947400000000000e+07,5.552930908203125000e+02
4.133123198898319970e+02,1.424045200000000000e+07,5.553018188476562500e+02
4.133136820998406620e+02,1.424064700000000000e+07,5.552908325195312500e+02
4.133150443098566029e+02,1.424202100000000000e+07,5.553087158203125000e+02
4.133164066200988600e+02,1.424310500000000000e+07,5.553159790039062500e+02
4.133177689301082864e+02,1.424492800000000000e+07,5.553350219726562500e+02
4.133204933501328924e+02,1.424589300000000000e+07,5.553408203125000000e+02
4.133218556601423188e+02,1.424693900000000000e+07,5.553369750976562500e+02
4.133238989752790076e+02,1.424938600000000000e+07,5.553679199218750000e+02
4.133259423904164578e+02,1.425083100000000000e+07,5.553886718750000000e+02
4.133286669104345492e+02,1.425434300000000000e+07,5.554462890625000000e+02
4.133300290206825593e+02,1.425747300000000000e+07,5.554975585937500000e+02
4.133313913306919858e+02,1.425754100000000000e+07,5.555123901367187500e+02
4.133334347458294360e+02,1.425840800000000000e+07,5.555541992187500000e+02
4.133361591658467660e+02,1.426164100000000000e+07,5.556403198242187500e+02
4.133382025809842162e+02,1.426386500000000000e+07,5.557271118164062500e+02
4.133402459961216664e+02,1.426627000000000000e+07,5.557963867187500000e+02
4.133422893112510792e+02,1.426898400000000000e+07,5.558764648437500000e+02
4.133436516212605056e+02,1.426990900000000000e+07,5.558966674804687500e+02
4.133450139312772080e+02,1.427121400000000000e+07,5.559378662109375000e+02
4.133477383515346446e+02,1.427380800000000000e+07,5.560236206054687500e+02
4.133504628717855667e+02,1.427539000000000000e+07,5.560656738281250000e+02
4.133518250818015076e+02,1.427704000000000000e+07,5.561123046875000000e+02
4.133538684969316819e+02,1.427779500000000000e+07,5.561472778320312500e+02
4.133559119120691321e+02,1.428087300000000000e+07,5.561908569335937500e+02
